Time [s]	q1 [rad]	q2 [rad]	q3 [rad]	q4 [rad]	q5 [rad]	q6 [rad]	q7 [rad]
3.270000	0.071135	0.708555	0.070227	-1.026599	-0.035388	1.323168	0.000124
3.275000	0.071063	0.708200	0.068602	-1.027157	-0.036267	1.322595	0.000122
3.280000	0.070990	0.707847	0.066983	-1.027715	-0.037133	1.322010	0.000121
3.285000	0.070914	0.707496	0.065370	-1.028272	-0.037986	1.321414	0.000119
3.290000	0.070836	0.707147	0.063764	-1.028828	-0.038826	1.320807	0.000118
3.295000	0.070756	0.706800	0.062164	-1.029383	-0.039653	1.320188	0.000116
3.300000	0.070673	0.706456	0.060572	-1.029937	-0.040467	1.319558	0.000115
3.305000	0.070589	0.706113	0.058986	-1.030490	-0.041268	1.318917	0.000114
3.310000	0.070502	0.705773	0.057407	-1.031042	-0.042055	1.318266	0.000112
3.315000	0.070414	0.705436	0.055835	-1.031593	-0.042829	1.317604	0.000111
3.320000	0.070323	0.705100	0.054271	-1.032143	-0.043589	1.316933	0.000110
3.325000	0.070230	0.704767	0.052714	-1.032691	-0.044335	1.316251	0.000109
3.330000	0.070135	0.704436	0.051164	-1.033238	-0.045067	1.315559	0.000108
3.335000	0.070037	0.704108	0.049622	-1.033783	-0.045786	1.314858	0.000106
3.340000	0.069938	0.703782	0.048087	-1.034327	-0.046490	1.314147	0.000105
3.345000	0.069836	0.703458	0.046560	-1.034870	-0.047181	1.313428	0.000104
3.350000	0.069732	0.703137	0.045040	-1.035410	-0.047857	1.312699	0.000103
3.355000	0.069625	0.702818	0.043529	-1.035949	-0.048518	1.311961	0.000103
3.360000	0.069516	0.702501	0.042026	-1.036486	-0.049165	1.311216	0.000102
3.365000	0.069406	0.702187	0.040530	-1.037021	-0.049798	1.310461	0.000101
3.370000	0.069292	0.701875	0.039043	-1.037555	-0.050416	1.309699	0.000100
3.375000	0.069177	0.701566	0.037564	-1.038086	-0.051019	1.308929	0.000099
3.380000	0.069059	0.701259	0.036093	-1.038615	-0.051607	1.308152	0.000099
3.385000	0.068939	0.700955	0.034631	-1.039142	-0.052180	1.307367	0.000098
3.390000	0.068817	0.700654	0.033177	-1.039667	-0.052739	1.306574	0.000097
3.395000	0.068692	0.700354	0.031732	-1.040190	-0.053282	1.305775	0.000097
3.400000	0.068565	0.700058	0.030296	-1.040710	-0.053809	1.304970	0.000096
3.405000	0.068436	0.699764	0.028868	-1.041228	-0.054322	1.304157	0.000095
3.410000	0.068304	0.699472	0.027450	-1.041743	-0.054819	1.303339	0.000095
3.415000	0.068170	0.699183	0.026040	-1.042257	-0.055301	1.302514	0.000095
3.420000	0.068033	0.698897	0.024640	-1.042767	-0.055767	1.301684	0.000094
3.425000	0.067895	0.698613	0.023248	-1.043275	-0.056217	1.300848	0.000094
3.430000	0.067753	0.698332	0.021866	-1.043780	-0.056652	1.300007	0.000093
3.435000	0.067610	0.698053	0.020493	-1.044283	-0.057071	1.299161	0.000093
3.440000	0.067464	0.697777	0.019130	-1.044782	-0.057474	1.298310	0.000093
3.445000	0.067315	0.697504	0.017776	-1.045279	-0.057861	1.297454	0.000093
3.450000	0.067164	0.697233	0.016432	-1.045773	-0.058233	1.296594	0.000092
3.455000	0.067011	0.696965	0.015097	-1.046264	-0.058588	1.295729	0.000092
3.460000	0.066856	0.696699	0.013773	-1.046752	-0.058927	1.294861	0.000092
3.465000	0.066697	0.696436	0.012458	-1.047237	-0.059250	1.293989	0.000092
3.470000	0.066537	0.696176	0.011153	-1.047719	-0.059556	1.293114	0.000092
3.475000	0.066374	0.695919	0.009858	-1.048198	-0.059846	1.292236	0.000092
3.480000	0.066208	0.695664	0.008573	-1.048673	-0.060120	1.291354	0.000092
3.485000	0.066041	0.695411	0.007299	-1.049145	-0.060378	1.290470	0.000092
3.490000	0.065870	0.695162	0.006034	-1.049614	-0.060618	1.289583	0.000092
3.495000	0.065697	0.694915	0.004781	-1.050080	-0.060843	1.288694	0.000092
3.500000	0.065522	0.694670	0.003537	-1.050542	-0.061050	1.287803	0.000093
3.505000	0.065344	0.694429	0.002304	-1.051001	-0.061242	1.286910	0.000093
3.510000	0.065164	0.694190	0.001082	-1.051456	-0.061416	1.286015	0.000093
3.515000	0.064981	0.693953	-0.000130	-1.051908	-0.061574	1.285119	0.000093
3.520000	0.064796	0.693720	-0.001331	-1.052356	-0.061714	1.284222	0.000094
3.525000	0.064608	0.693489	-0.002521	-1.052800	-0.061838	1.283325	0.000094
3.530000	0.064418	0.693260	-0.003700	-1.053241	-0.061946	1.282426	0.000095
3.535000	0.064225	0.693035	-0.004868	-1.053679	-0.062036	1.281527	0.000095
3.540000	0.064030	0.692812	-0.006025	-1.054112	-0.062109	1.280628	0.000096
3.545000	0.063832	0.692591	-0.007171	-1.054542	-0.062165	1.279729	0.000096
3.550000	0.063632	0.692374	-0.008305	-1.054968	-0.062205	1.278830	0.000097
3.555000	0.063430	0.692159	-0.009429	-1.055390	-0.062227	1.277931	0.000097
3.560000	0.063224	0.691946	-0.010541	-1.055808	-0.062232	1.277033	0.000098
3.565000	0.063017	0.691737	-0.011641	-1.056222	-0.062220	1.276136	0.000099
3.570000	0.062806	0.691530	-0.012730	-1.056632	-0.062191	1.275241	0.000099
3.575000	0.062593	0.691325	-0.013808	-1.057038	-0.062144	1.274346	0.000100
3.580000	0.062378	0.691123	-0.014874	-1.057441	-0.062081	1.273453	0.000101
3.585000	0.062160	0.690924	-0.015928	-1.057839	-0.062000	1.272562	0.000102
3.590000	0.061940	0.690728	-0.016970	-1.058233	-0.061902	1.271673	0.000103
3.595000	0.061717	0.690534	-0.018000	-1.058623	-0.061787	1.270787	0.000104
3.600000	0.061492	0.690342	-0.019019	-1.059009	-0.061654	1.269902	0.000105
3.605000	0.061264	0.690154	-0.020025	-1.059390	-0.061504	1.269020	0.000106
3.610000	0.061034	0.689968	-0.021020	-1.059768	-0.061337	1.268142	0.000107
3.615000	0.060801	0.689784	-0.022002	-1.060141	-0.061152	1.267266	0.000108
3.620000	0.060565	0.689603	-0.022972	-1.060510	-0.060951	1.266393	0.000110
3.625000	0.060327	0.689425	-0.023930	-1.060875	-0.060732	1.265524	0.000111
3.630000	0.060087	0.689249	-0.024875	-1.061235	-0.060495	1.264659	0.000112
3.635000	0.059844	0.689076	-0.025808	-1.061591	-0.060241	1.263798	0.000114
3.640000	0.059599	0.688905	-0.026729	-1.061943	-0.059970	1.262940	0.000115
3.645000	0.059351	0.688737	-0.027637	-1.062290	-0.059682	1.262087	0.000116
3.650000	0.059100	0.688571	-0.028533	-1.062633	-0.059376	1.261239	0.000118
3.655000	0.058847	0.688408	-0.029416	-1.062972	-0.059053	1.260395	0.000120
3.660000	0.058592	0.688247	-0.030286	-1.063306	-0.058712	1.259556	0.000121
3.665000	0.058334	0.688089	-0.031143	-1.063636	-0.058354	1.258722	0.000123
3.670000	0.058074	0.687934	-0.031988	-1.063962	-0.057979	1.257893	0.000125
3.675000	0.057811	0.687781	-0.032820	-1.064283	-0.057587	1.257069	0.000126
3.680000	0.057546	0.687630	-0.033639	-1.064599	-0.057177	1.256252	0.000128
3.685000	0.057278	0.687482	-0.034445	-1.064911	-0.056750	1.255440	0.000130
3.690000	0.057008	0.687336	-0.035238	-1.065219	-0.056305	1.254634	0.000132
3.695000	0.056735	0.687193	-0.036017	-1.065522	-0.055844	1.253834	0.000134
3.700000	0.056460	0.687052	-0.036784	-1.065820	-0.055365	1.253041	0.000136
3.705000	0.056182	0.686913	-0.037537	-1.066114	-0.054869	1.252253	0.000139
3.710000	0.055902	0.686777	-0.038278	-1.066404	-0.054356	1.251473	0.000141
3.715000	0.055620	0.686643	-0.039005	-1.066689	-0.053825	1.250700	0.000143
3.720000	0.055335	0.686512	-0.039718	-1.066969	-0.053278	1.249933	0.000146
3.725000	0.055048	0.686382	-0.040418	-1.067245	-0.052713	1.249173	0.000148
3.730000	0.054758	0.686256	-0.041105	-1.067517	-0.052132	1.248421	0.000151
3.735000	0.054466	0.686131	-0.041778	-1.067784	-0.051533	1.247677	0.000153
3.740000	0.054171	0.686009	-0.042438	-1.068046	-0.050917	1.246939	0.000156
3.745000	0.053874	0.685889	-0.043084	-1.068304	-0.050285	1.246210	0.000159
3.750000	0.053575	0.685772	-0.043716	-1.068557	-0.049635	1.245489	0.000161
3.755000	0.053274	0.685656	-0.044335	-1.068806	-0.048968	1.244775	0.000164
3.760000	0.052970	0.685543	-0.044940	-1.069050	-0.048285	1.244070	0.000167
3.765000	0.052663	0.685432	-0.045531	-1.069290	-0.047585	1.243373	0.000170
3.770000	0.052355	0.685324	-0.046108	-1.069525	-0.046868	1.242684	0.000173
3.775000	0.052044	0.685217	-0.046672	-1.069756	-0.046134	1.242004	0.000177
3.780000	0.051731	0.685113	-0.047221	-1.069982	-0.045384	1.241333	0.000180
3.785000	0.051415	0.685011	-0.047757	-1.070204	-0.044617	1.240671	0.000183
3.790000	0.051097	0.684911	-0.048279	-1.070422	-0.043833	1.240017	0.000187
3.795000	0.050777	0.684813	-0.048786	-1.070634	-0.043033	1.239373	0.000190
3.800000	0.050455	0.684717	-0.049280	-1.070843	-0.042217	1.238738	0.000194
3.805000	0.050130	0.684623	-0.049759	-1.071047	-0.041384	1.238112	0.000198
3.810000	0.049803	0.684531	-0.050225	-1.071246	-0.040535	1.237495	0.000201
3.815000	0.049474	0.684442	-0.050676	-1.071441	-0.039669	1.236888	0.000205
3.820000	0.049142	0.684354	-0.051113	-1.071632	-0.038787	1.236291	0.000209
3.825000	0.048809	0.684269	-0.051535	-1.071818	-0.037890	1.235703	0.000213
3.830000	0.048473	0.684185	-0.051944	-1.072000	-0.036976	1.235125	0.000217
3.835000	0.048135	0.684104	-0.052338	-1.072177	-0.036046	1.234557	0.000222
3.840000	0.047795	0.684024	-0.052717	-1.072351	-0.035100	1.233998	0.000226
3.845000	0.047452	0.683947	-0.053082	-1.072520	-0.034138	1.233450	0.000230
3.850000	0.047108	0.683871	-0.053433	-1.072684	-0.033160	1.232912	0.000235
3.855000	0.046761	0.683797	-0.053770	-1.072844	-0.032167	1.232384	0.000240
3.860000	0.046412	0.683725	-0.054091	-1.073001	-0.031158	1.231867	0.000244
3.865000	0.046061	0.683655	-0.054399	-1.073152	-0.030134	1.231360	0.000249
3.870000	0.045708	0.683587	-0.054692	-1.073300	-0.029094	1.230863	0.000254
3.875000	0.045353	0.683521	-0.054970	-1.073444	-0.028038	1.230376	0.000259
3.880000	0.044996	0.683457	-0.055233	-1.073583	-0.026968	1.229901	0.000264
3.885000	0.044637	0.683394	-0.055482	-1.073718	-0.025882	1.229435	0.000270
3.890000	0.044275	0.683333	-0.055716	-1.073849	-0.024781	1.228981	0.000275
3.895000	0.043912	0.683274	-0.055936	-1.073976	-0.023664	1.228537	0.000280
3.900000	0.043547	0.683217	-0.056141	-1.074099	-0.022533	1.228104	0.000286
3.905000	0.043180	0.683161	-0.056331	-1.074218	-0.021387	1.227681	0.000292
3.910000	0.042810	0.683107	-0.056506	-1.074333	-0.020227	1.227269	0.000298
3.915000	0.042439	0.683055	-0.056667	-1.074444	-0.019051	1.226868	0.000303
3.920000	0.042066	0.683005	-0.056812	-1.074551	-0.017861	1.226478	0.000309
3.925000	0.041691	0.682956	-0.056943	-1.074654	-0.016657	1.226099	0.000316
3.930000	0.041314	0.682909	-0.057059	-1.074754	-0.015438	1.225731	0.000322
3.935000	0.040935	0.682864	-0.057160	-1.074849	-0.014205	1.225374	0.000328
3.940000	0.040554	0.682820	-0.057247	-1.074941	-0.012958	1.225027	0.000335
3.945000	0.040171	0.682777	-0.057318	-1.075029	-0.011696	1.224692	0.000341
3.950000	0.039786	0.682737	-0.057374	-1.075113	-0.010421	1.224367	0.000348
3.955000	0.039400	0.682698	-0.057416	-1.075194	-0.009132	1.224053	0.000355
3.960000	0.039012	0.682660	-0.057442	-1.075271	-0.007829	1.223750	0.000362
3.965000	0.038621	0.682624	-0.057453	-1.075344	-0.006513	1.223459	0.000369
3.970000	0.038230	0.682590	-0.057450	-1.075414	-0.005183	1.223178	0.000376
3.975000	0.037836	0.682557	-0.057431	-1.075480	-0.003839	1.222908	0.000384
3.980000	0.037440	0.682525	-0.057397	-1.075543	-0.002483	1.222648	0.000391
3.985000	0.037043	0.682495	-0.057348	-1.075602	-0.001113	1.222400	0.000399
3.990000	0.036644	0.682466	-0.057285	-1.075658	0.000270	1.222163	0.000407
3.995000	0.036244	0.682439	-0.057206	-1.075711	0.001666	1.221936	0.000414
4.000000	0.035841	0.682414	-0.057111	-1.075760	0.003074	1.221720	0.000422
