Time [s]	Pos_0_x [m]	Pos_0_y [m]	Pos_0_z [m]	Pos_x [m]	Pos_y [m]	Pos_z [m]	Force_x [N]	Force_y [N]	Force_z [N]
Force Directions: 3	 A_f: 1.000000	 Movement Directions: 2
3.440000	0.670831	0.036258	0.532982	0.670257	0.049274	0.534398	0.000000	0.000000	0.181288
3.445000	0.670831	0.035654	0.532982	0.670253	0.048598	0.534388	0.000000	0.000000	0.178272
3.450000	0.670831	0.035055	0.532982	0.670249	0.047924	0.534377	0.000000	0.000000	0.175276
3.455000	0.670831	0.034460	0.532982	0.670246	0.047254	0.534367	0.000000	0.000000	0.172300
3.460000	0.670831	0.033869	0.532982	0.670243	0.046587	0.534356	0.000000	0.000000	0.169344
3.465000	0.670831	0.033282	0.532982	0.670239	0.045923	0.534345	0.000000	0.000000	0.166409
3.470000	0.670831	0.032699	0.532982	0.670236	0.045263	0.534335	0.000000	0.000000	0.163494
3.475000	0.670831	0.032120	0.532982	0.670234	0.044606	0.534324	0.000000	0.000000	0.160600
3.480000	0.670831	0.031545	0.532982	0.670231	0.043952	0.534313	0.000000	0.000000	0.157726
3.485000	0.670831	0.030975	0.532982	0.670228	0.043302	0.534302	0.000000	0.000000	0.154874
3.490000	0.670831	0.030409	0.532982	0.670226	0.042656	0.534291	0.000000	0.000000	0.152044
3.495000	0.670831	0.029847	0.532982	0.670223	0.042012	0.534280	0.000000	0.000000	0.149234
3.500000	0.670831	0.029289	0.532982	0.670221	0.041373	0.534269	0.000000	0.000000	0.146447
3.505000	0.670831	0.028736	0.532982	0.670219	0.040737	0.534258	0.000000	0.000000	0.143681
3.510000	0.670831	0.028187	0.532982	0.670217	0.040104	0.534247	0.000000	0.000000	0.140937
3.515000	0.670831	0.027643	0.532982	0.670215	0.039476	0.534236	0.000000	0.000000	0.138215
3.520000	0.670831	0.027103	0.532982	0.670213	0.038851	0.534224	0.000000	0.000000	0.135516
3.525000	0.670831	0.026568	0.532982	0.670212	0.038229	0.534213	0.000000	0.000000	0.132839
3.530000	0.670831	0.026037	0.532982	0.670211	0.037612	0.534202	0.000000	0.000000	0.130184
3.535000	0.670831	0.025511	0.532982	0.670209	0.036998	0.534191	0.000000	0.000000	0.127553
3.540000	0.670831	0.024989	0.532982	0.670208	0.036388	0.534179	0.000000	0.000000	0.124944
3.545000	0.670831	0.024472	0.532982	0.670207	0.035782	0.534168	0.000000	0.000000	0.122359
3.550000	0.670831	0.023959	0.532982	0.670206	0.035180	0.534156	0.000000	0.000000	0.119797
3.555000	0.670831	0.023452	0.532982	0.670206	0.034582	0.534145	0.000000	0.000000	0.117258
3.560000	0.670831	0.022949	0.532982	0.670205	0.033988	0.534133	0.000000	0.000000	0.114743
3.565000	0.670831	0.022450	0.532982	0.670205	0.033398	0.534122	0.000000	0.000000	0.112252
3.570000	0.670831	0.021957	0.532982	0.670204	0.032812	0.534110	0.000000	0.000000	0.109785
3.575000	0.670831	0.021468	0.532982	0.670204	0.032230	0.534099	0.000000	0.000000	0.107342
3.580000	0.670831	0.020984	0.532982	0.670204	0.031652	0.534087	0.000000	0.000000	0.104922
3.585000	0.670831	0.020506	0.532982	0.670205	0.031079	0.534076	0.000000	0.000000	0.102528
3.590000	0.670831	0.020032	0.532982	0.670205	0.030510	0.534064	0.000000	0.000000	0.100158
3.595000	0.670831	0.019562	0.532982	0.670205	0.029944	0.534053	0.000000	0.000000	0.097812
3.600000	0.670831	0.019098	0.532982	0.670206	0.029384	0.534041	0.000000	0.000000	0.095492
3.605000	0.670831	0.018639	0.532982	0.670207	0.028827	0.534029	0.000000	0.000000	0.093196
3.610000	0.670831	0.018185	0.532982	0.670207	0.028275	0.534018	0.000000	0.000000	0.090925
3.615000	0.670831	0.017736	0.532982	0.670208	0.027727	0.534006	0.000000	0.000000	0.088680
3.620000	0.670831	0.017292	0.532982	0.670209	0.027184	0.533995	0.000000	0.000000	0.086460
3.625000	0.670831	0.016853	0.532982	0.670211	0.026645	0.533983	0.000000	0.000000	0.084265
3.630000	0.670831	0.016419	0.532982	0.670212	0.026110	0.533972	0.000000	0.000000	0.082096
3.635000	0.670831	0.015991	0.532982	0.670214	0.025580	0.533960	0.000000	0.000000	0.079953
3.640000	0.670831	0.015567	0.532982	0.670215	0.025055	0.533948	0.000000	0.000000	0.077836
3.645000	0.670831	0.015149	0.532982	0.670217	0.024534	0.533937	0.000000	0.000000	0.075745
3.650000	0.670831	0.014736	0.532982	0.670219	0.024018	0.533925	0.000000	0.000000	0.073680
3.655000	0.670831	0.014328	0.532982	0.670221	0.023506	0.533914	0.000000	0.000000	0.071641
3.660000	0.670831	0.013926	0.532982	0.670223	0.023000	0.533902	0.000000	0.000000	0.069629
3.665000	0.670831	0.013529	0.532982	0.670225	0.022497	0.533891	0.000000	0.000000	0.067643
3.670000	0.670831	0.013137	0.532982	0.670228	0.022000	0.533879	0.000000	0.000000	0.065684
3.675000	0.670831	0.012750	0.532982	0.670230	0.021507	0.533868	0.000000	0.000000	0.063752
3.680000	0.670831	0.012369	0.532982	0.670233	0.021019	0.533857	0.000000	0.000000	0.061847
3.685000	0.670831	0.011994	0.532982	0.670236	0.020536	0.533845	0.000000	0.000000	0.059968
3.690000	0.670831	0.011623	0.532982	0.670239	0.020058	0.533834	0.000000	0.000000	0.058117
3.695000	0.670831	0.011259	0.532982	0.670242	0.019584	0.533822	0.000000	0.000000	0.056293
3.700000	0.670831	0.010899	0.532982	0.670245	0.019116	0.533811	0.000000	0.000000	0.054497
3.705000	0.670831	0.010546	0.532982	0.670248	0.018652	0.533800	0.000000	0.000000	0.052728
3.710000	0.670831	0.010197	0.532982	0.670252	0.018194	0.533789	0.000000	0.000000	0.050986
3.715000	0.670831	0.009854	0.532982	0.670255	0.017740	0.533778	0.000000	0.000000	0.049272
3.720000	0.670831	0.009517	0.532982	0.670259	0.017291	0.533767	0.000000	0.000000	0.047586
3.725000	0.670831	0.009186	0.532982	0.670263	0.016848	0.533756	0.000000	0.000000	0.045928
3.730000	0.670831	0.008860	0.532982	0.670266	0.016409	0.533745	0.000000	0.000000	0.044298
3.735000	0.670831	0.008539	0.532982	0.670270	0.015976	0.533734	0.000000	0.000000	0.042696
3.740000	0.670831	0.008225	0.532982	0.670274	0.015548	0.533723	0.000000	0.000000	0.041123
3.745000	0.670831	0.007915	0.532982	0.670279	0.015125	0.533712	0.000000	0.000000	0.039577
3.750000	0.670831	0.007612	0.532982	0.670283	0.014707	0.533701	0.000000	0.000000	0.038060
3.755000	0.670831	0.007314	0.532982	0.670287	0.014294	0.533690	0.000000	0.000000	0.036572
3.760000	0.670831	0.007022	0.532982	0.670292	0.013887	0.533680	0.000000	0.000000	0.035112
3.765000	0.670831	0.006736	0.532982	0.670296	0.013484	0.533669	0.000000	0.000000	0.033680
3.770000	0.670831	0.006456	0.532982	0.670301	0.013087	0.533659	0.000000	0.000000	0.032278
3.775000	0.670831	0.006181	0.532982	0.670306	0.012696	0.533648	0.000000	0.000000	0.030904
3.780000	0.670831	0.005912	0.532982	0.670311	0.012310	0.533638	0.000000	0.000000	0.029560
3.785000	0.670831	0.005649	0.532982	0.670316	0.011929	0.533628	0.000000	0.000000	0.028244
3.790000	0.670831	0.005391	0.532982	0.670321	0.011553	0.533617	0.000000	0.000000	0.026957
3.795000	0.670831	0.005140	0.532982	0.670326	0.011183	0.533607	0.000000	0.000000	0.025700
3.800000	0.670831	0.004894	0.532982	0.670331	0.010818	0.533597	0.000000	0.000000	0.024472
3.805000	0.670831	0.004655	0.532982	0.670336	0.010459	0.533587	0.000000	0.000000	0.023273
3.810000	0.670831	0.004421	0.532982	0.670341	0.010105	0.533577	0.000000	0.000000	0.022103
3.815000	0.670831	0.004193	0.532982	0.670347	0.009757	0.533568	0.000000	0.000000	0.020964
3.820000	0.670831	0.003971	0.532982	0.670352	0.009414	0.533558	0.000000	0.000000	0.019853
3.825000	0.670831	0.003754	0.532982	0.670358	0.009077	0.533548	0.000000	0.000000	0.018772
3.830000	0.670831	0.003544	0.532982	0.670364	0.008745	0.533539	0.000000	0.000000	0.017721
3.835000	0.670831	0.003340	0.532982	0.670369	0.008419	0.533529	0.000000	0.000000	0.016700
3.840000	0.670831	0.003142	0.532982	0.670375	0.008098	0.533520	0.000000	0.000000	0.015708
3.845000	0.670831	0.002949	0.532982	0.670381	0.007783	0.533511	0.000000	0.000000	0.014747
3.850000	0.670831	0.002763	0.532982	0.670387	0.007474	0.533502	0.000000	0.000000	0.013815
3.855000	0.670831	0.002583	0.532982	0.670393	0.007170	0.533493	0.000000	0.000000	0.012913
3.860000	0.670831	0.002408	0.532982	0.670399	0.006872	0.533484	0.000000	0.000000	0.012042
3.865000	0.670831	0.002240	0.532982	0.670405	0.006580	0.533475	0.000000	0.000000	0.011200
3.870000	0.670831	0.002078	0.532982	0.670411	0.006293	0.533467	0.000000	0.000000	0.010389
3.875000	0.670831	0.001921	0.532982	0.670417	0.006012	0.533458	0.000000	0.000000	0.009607
3.880000	0.670831	0.001771	0.532982	0.670424	0.005737	0.533450	0.000000	0.000000	0.008856
3.885000	0.670831	0.001627	0.532982	0.670430	0.005468	0.533441	0.000000	0.000000	0.008136
3.890000	0.670831	0.001489	0.532982	0.670436	0.005205	0.533433	0.000000	0.000000	0.007445
3.895000	0.670831	0.001357	0.532982	0.670443	0.004947	0.533425	0.000000	0.000000	0.006785
3.900000	0.670831	0.001231	0.532982	0.670449	0.004695	0.533417	0.000000	0.000000	0.006156
3.905000	0.670831	0.001111	0.532982	0.670455	0.004449	0.533409	0.000000	0.000000	0.005557
3.910000	0.670831	0.000998	0.532982	0.670462	0.004208	0.533402	0.000000	0.000000	0.004988
3.915000	0.670831	0.000890	0.532982	0.670468	0.003974	0.533394	0.000000	0.000000	0.004450
3.920000	0.670831	0.000789	0.532982	0.670475	0.003746	0.533387	0.000000	0.000000	0.003943
3.925000	0.670831	0.000693	0.532982	0.670481	0.003523	0.533379	0.000000	0.000000	0.003466
3.930000	0.670831	0.000604	0.532982	0.670488	0.003306	0.533372	0.000000	0.000000	0.003020
3.935000	0.670831	0.000521	0.532982	0.670494	0.003095	0.533365	0.000000	0.000000	0.002604
3.940000	0.670831	0.000444	0.532982	0.670501	0.002891	0.533358	0.000000	0.000000	0.002219
3.945000	0.670831	0.000373	0.532982	0.670508	0.002692	0.533352	0.000000	0.000000	0.001865
3.950000	0.670831	0.000308	0.532982	0.670514	0.002499	0.533345	0.000000	0.000000	0.001541
3.955000	0.670831	0.000250	0.532982	0.670521	0.002312	0.533339	0.000000	0.000000	0.001249
3.960000	0.670831	0.000197	0.532982	0.670527	0.002131	0.533332	0.000000	0.000000	0.000987
3.965000	0.670831	0.000151	0.532982	0.670534	0.001956	0.533326	0.000000	0.000000	0.000755
3.970000	0.670831	0.000111	0.532982	0.670541	0.001787	0.533320	0.000000	0.000000	0.000555
3.975000	0.670831	0.000077	0.532982	0.670547	0.001624	0.533314	0.000000	0.000000	0.000385
3.980000	0.670831	0.000049	0.532982	0.670554	0.001467	0.533309	0.000000	0.000000	0.000247
3.985000	0.670831	0.000028	0.532982	0.670561	0.001316	0.533303	0.000000	0.000000	0.000139
3.990000	0.670831	0.000012	0.532982	0.670567	0.001171	0.533298	0.000000	0.000000	0.000062
3.995000	0.670831	0.000003	0.532982	0.670574	0.001032	0.533293	0.000000	0.000000	0.000015
4.000000	0.670831	0.000000	0.532982	0.670580	0.000899	0.533288	0.000000	0.000000	0.000000
