# Trial: 5
# Angle[deg]: -20
# Timestamp: 20260308_215218

Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
7.75829, -1.18479, 3.98387, 0.0492619, 0.352555, 0.0150168
7.84536, -1.1667, 3.81942, 0.0478452, 0.358646, 0.0125263
7.74428, -1.12493, 4.11147, 0.0409473, 0.351315, 0.00925673
7.68732, -1.13244, 5.07321, 0.0381113, 0.349315, 0.0131247
7.7986, -1.18018, 5.59551, 0.0410805, 0.35355, 0.0161669
7.86009, -1.17001, 5.65959, 0.0432295, 0.358431, 0.0179055
7.94029, -1.11462, 5.29327, 0.0425257, 0.360897, 0.0196197
8.02898, -1.06908, 4.97938, 0.0409206, 0.365489, 0.0202087
7.97848, -0.99557, 4.84498, 0.0390142, 0.364734, 0.0205699
7.97497, -0.95034, 4.97584, 0.0364664, 0.362929, 0.0173345
7.91284, -0.962831, 4.69037, 0.0371204, 0.360321, 0.00837218
7.85764, -0.953592, 4.28309, 0.0364638, 0.353761, -0.00632026
7.72805, -0.925764, 3.98, 0.0324962, 0.349573, -0.0143875
7.63092, -0.942738, 3.6772, 0.0333941, 0.344285, -0.0134785
7.56805, -0.978969, 3.76656, 0.0361119, 0.339113, -0.0148415
7.41735, -0.987212, 4.16129, 0.0340931, 0.332559, -0.0147525
7.36271, -0.981945, 3.98248, 0.0331604, 0.329091, -0.0146801
7.31734, -0.940794, 4.34982, 0.0329478, 0.327907, -0.0144876
7.24437, -0.980544, 4.86865, 0.0299602, 0.323678, -0.0153639
7.16729, -0.977603, 5.3984, 0.0267262, 0.319316, -0.0138974
7.10251, -0.933179, 5.31978, 0.0244777, 0.315181, -0.0117047
6.93298, -0.97949, 5.74162, 0.0238172, 0.303973, -0.0121221
6.72736, -0.971309, 6.16143, 0.0295534, 0.295831, -0.0153767
6.76904, -1.0095, 6.37629, 0.0404506, 0.300658, -0.0168778
6.81842, -1.12277, 5.58885, 0.0532298, 0.306392, -0.00860142
6.80329, -1.08207, 6.15231, 0.0558458, 0.301683, -0.000355676
6.97634, -1.13526, 6.74972, 0.0530115, 0.311114, 0.00786024
7.13788, -1.13742, 7.26335, 0.0495088, 0.318425, 0.0128222
7.33075, -1.1514, 6.93059, 0.0488946, 0.329679, 0.0127259
7.48328, -1.0843, 5.82551, 0.0461653, 0.340909, 0.0109094
7.50223, -1.08747, 4.86976, 0.0473556, 0.338926, 0.0132805
7.8204, -1.08889, 5.19977, 0.0504385, 0.352677, 0.0133161
8.35266, -1.23543, 5.65268, 0.0575145, 0.379224, 0.01094
8.81433, -1.28809, 6.61962, 0.0614244, 0.39531, 0.0123897
8.97699, -1.23909, 6.10916, 0.0584987, 0.407216, 0.0144261
8.94774, -1.15101, 5.64411, 0.050007, 0.406853, 0.0167386
9.09368, -1.10648, 5.66675, 0.0416215, 0.413067, 0.0146272
8.94986, -1.13, 5.94467, 0.0329077, 0.404516, -0.00404938
8.67445, -1.15407, 6.39287, 0.0359652, 0.387275, -0.0158654
8.61212, -1.16364, 5.49406, 0.0456924, 0.387902, -0.0211082
8.59181, -1.22819, 5.47883, 0.0503509, 0.3827, -0.0196997
8.40882, -1.28244, 5.40994, 0.0563177, 0.375916, -0.0190013
8.28454, -1.25539, 5.13434, 0.0629835, 0.373015, 0.000873599
8.04625, -1.20995, 5.59515, 0.0549852, 0.35946, 0.0146485
7.75099, -1.15922, 5.9647, 0.0504529, 0.347046, 0.0163634
7.56218, -1.14982, 6.12101, 0.0535827, 0.339043, 0.00952439
7.84271, -1.2038, 6.28686, 0.0601742, 0.352716, -0.0041653
7.88665, -1.19435, 6.25429, 0.0568888, 0.354119, 0.000122927
7.88587, -1.11836, 6.22667, 0.0498026, 0.350665, 0.0101694
7.80235, -1.12683, 5.41518, 0.0440217, 0.348562, -0.00490467
7.81528, -1.14951, 5.7632, 0.050217, 0.347903, -0.00731441
7.867, -1.16627, 6.07185, 0.0528514, 0.355718, 0.00697467
8.04122, -1.18937, 6.55961, 0.0527065, 0.365572, 0.0125996
8.19255, -1.1637, 5.58821, 0.0492157, 0.375487, 0.00990662
8.34593, -1.16587, 5.09672, 0.0526478, 0.385299, 0.00204254
8.55351, -1.20228, 5.68083, 0.052311, 0.395331, 0.00543062
