# Trial: 5
# Angle[deg]: -50
# Timestamp: 20260308_213531

Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
3.67171, -0.549427, 2.46493, 0.0347382, 0.202049, 0.0198898
3.6616, -0.461601, 1.88243, 0.0326908, 0.203401, 0.0202652
3.64535, -0.456699, 1.83014, 0.036646, 0.202264, 0.021077
3.68583, -0.511888, 2.03756, 0.0377594, 0.205495, 0.0225458
3.72504, -0.569906, 2.52212, 0.0380715, 0.204974, 0.0233531
3.72711, -0.543524, 2.49336, 0.0350253, 0.20538, 0.0219566
3.80882, -0.514423, 2.54418, 0.0332366, 0.207024, 0.0196267
3.87391, -0.474376, 2.31194, 0.0245872, 0.20728, 0.012437
3.91102, -0.462891, 2.42028, 0.0195149, 0.208877, 0.0048527
3.95984, -0.477975, 2.54261, 0.0208407, 0.209752, 0.00151422
4.05385, -0.457971, 2.4461, 0.0189335, 0.216048, 0.00479101
4.21392, -0.425183, 2.44994, 0.0184287, 0.227012, 0.010412
4.39704, -0.378375, 1.97857, 0.0214162, 0.239404, 0.0151151
4.56204, -0.362481, 1.88974, 0.0224963, 0.245127, 0.016715
4.59838, -0.356952, 1.85491, 0.0240861, 0.247958, 0.0178692
4.62525, -0.349577, 1.66034, 0.0246594, 0.245579, 0.0203689
4.66365, -0.288583, 1.1588, 0.0212097, 0.249025, 0.021512
4.65529, -0.223772, 1.02494, 0.0225261, 0.250883, 0.0222258
4.61789, -0.179859, 0.533471, 0.0233313, 0.247975, 0.0231479
4.58206, -0.122068, 0.328074, 0.0204368, 0.245134, 0.0241903
4.61999, -0.054424, 0.334208, 0.0196801, 0.249373, 0.0220201
4.72654, -0.158539, 0.573594, 0.0188373, 0.254358, 0.0197488
4.85157, -0.0890845, 0.542487, 0.0156888, 0.258579, 0.0167205
4.87862, -0.0622084, 0.226455, 0.0126148, 0.262601, 0.0149094
4.97489, -0.0335529, -0.108114, 0.00949671, 0.266968, 0.0126899
5.05094, -0.063703, 0.0478985, 0.0170974, 0.271535, 0.0159559
5.20458, -0.0788848, 0.0246254, 0.0216983, 0.279046, 0.020024
5.33908, -0.0851568, -0.0380901, 0.022538, 0.28694, 0.0208029
5.42226, -0.0336419, -0.0922561, 0.0207612, 0.288124, 0.0212109
5.46663, -0.0737693, -0.230218, 0.0225479, 0.289867, 0.0171019
5.58023, -0.0194076, -0.207047, 0.0241444, 0.292887, 0.0137211
5.57722, -0.0487347, -0.345173, 0.0292128, 0.294304, 0.00879745
5.58761, -0.0125618, -0.58128, 0.0311839, 0.294484, 0.00519651
5.55159, -0.0258575, -0.463149, 0.0284686, 0.289859, 0.00696563
5.55223, 0.0592192, -1.03844, 0.0217174, 0.291381, 0.00623857
5.44945, 0.151849, -1.34989, 0.0125591, 0.280719, -0.000409344
5.1991, 0.0739028, -1.22004, 0.0125949, 0.265514, -0.00744547
4.99092, 0.0205463, -0.845985, 0.0152394, 0.25196, -0.0119387
4.93048, -0.0815626, -0.553933, 0.0174122, 0.24692, -0.0170435
4.89302, -0.137121, -0.428764, 0.0211658, 0.242189, -0.0185663
4.86032, -0.187844, -0.248389, 0.0239478, 0.240958, -0.0180781
4.74466, -0.197763, -0.250626, 0.0244587, 0.240304, -0.0114107
4.74646, -0.214551, 0.109675, 0.027906, 0.240237, -0.000184278
4.69335, -0.207074, 0.124092, 0.026504, 0.242074, 0.0058899
4.7315, -0.15349, -0.297813, 0.0234808, 0.242835, 0.00572121
4.76619, -0.126992, -0.555512, 0.0201312, 0.244814, -0.000835184
4.76113, -0.103688, -0.771304, 0.0185837, 0.242062, -0.0112192
4.82004, -0.094756, -0.917477, 0.0191472, 0.243739, -0.0140593
4.86362, -0.112055, -0.513125, 0.0181454, 0.248056, -0.0120927
4.97199, -0.117482, -0.61667, 0.0143638, 0.25569, -0.00644691
5.08862, -0.0276368, -0.836003, 0.0140658, 0.26242, -0.000245516
5.12904, -0.0377921, -0.849682, 0.0123585, 0.264918, 0.00481666
5.17973, -0.0240471, -0.865553, 0.0124845, 0.267268, 0.00737847
5.24703, 0.0381791, -1.0365, 0.00929888, 0.271933, 0.00785493
5.31885, 0.0478095, -1.08547, 0.0080461, 0.270012, 0.0036963
5.25512, 0.0262534, -0.876051, 0.00628523, 0.264517, -0.00261978
5.16857, 0.0330014, -1.27575, 0.0056419, 0.261919, -0.00901495
5.19648, 0.0797166, -1.64075, 0.00747214, 0.265923, -0.00639144
5.1692, 0.119542, -1.6323, 0.00541231, 0.268911, 0.00331554
5.20073, 0.154945, -1.74428, 0.0045247, 0.270457, 0.00859238
5.24242, 0.148789, -1.78205, 0.00156213, 0.272787, 0.00723385
5.28204, 0.177088, -1.95858, -0.00202582, 0.273351, 0.00125278
5.27639, 0.223083, -2.36829, 6.88078e-05, 0.274343, -0.00601079
5.22711, 0.242966, -2.58579, 0.00137378, 0.26961, -0.00936091
5.10575, 0.304378, -3.13954, 0.0022084, 0.265196, -0.00830359
5.0442, 0.264834, -3.23916, 0.00694755, 0.26272, -0.0107895
5.01553, 0.251965, -3.06994, 0.00966868, 0.261112, -0.0124897
5.08652, 0.207225, -2.79255, 0.0129495, 0.26097, -0.0132445
5.11816, 0.223621, -2.94575, 0.0087152, 0.26313, -0.0132807
5.1526, 0.209645, -2.94607, 0.00851092, 0.262721, -0.0135703
5.17156, 0.16925, -2.89222, 0.00748287, 0.262513, -0.0134364
5.34073, 0.225116, -3.1979, 0.00800407, 0.27087, -0.0134143
5.57561, 0.22782, -3.3208, 0.00860492, 0.281263, -0.0093809
5.82156, 0.231797, -3.15161, 0.00820213, 0.295637, 0.00106398
6.09986, 0.251387, -2.889, 0.00795809, 0.309283, 0.0061327
6.29389, 0.314574, -2.5723, 0.000566167, 0.323028, 0.0126635
6.45049, 0.345605, -2.49039, -0.00306517, 0.331343, 0.0158676
6.58226, 0.406888, -2.72551, -0.00555049, 0.336273, 0.0148647
6.69758, 0.441361, -2.98062, -0.00887202, 0.33994, 0.0115063
6.72234, 0.432456, -3.01077, -0.00798667, 0.339042, -0.00179759
6.807, 0.420584, -3.29341, -0.00512725, 0.337764, -0.00751157
6.85307, 0.450196, -3.68169, -0.00223992, 0.339624, -0.0109824
6.86732, 0.411701, -3.57504, -0.0022058, 0.337675, -0.0121434
6.97483, 0.408462, -3.53772, -0.00544542, 0.339337, -0.00958157
7.05611, 0.442122, -3.73046, -0.00614061, 0.345201, -0.00405197
7.01357, 0.390625, -3.42035, -0.005675, 0.345115, 0.00152134
7.0065, 0.378859, -3.1847, -0.00269096, 0.345762, 0.00403424
7.0966, 0.324507, -2.91392, -0.00186798, 0.349119, 0.00643855
7.05582, 0.357539, -2.94061, -0.00375652, 0.348259, 0.00689309
7.07007, 0.433915, -3.01007, -0.00776262, 0.348181, 0.00066356
6.99257, 0.385919, -2.94352, -0.00854821, 0.342158, -0.00556688
6.91893, 0.306184, -2.38974, -0.00478434, 0.332898, -0.00897484
6.85201, 0.273494, -2.31843, -0.000725476, 0.328518, -0.0106397
6.80551, 0.286003, -2.64035, -0.00468672, 0.327355, -0.00968325
6.67444, 0.374309, -2.93695, -0.00711545, 0.323297, -0.00111652
6.45014, 0.439587, -3.0146, -0.011296, 0.312617, 0.0015758
6.23474, 0.486164, -3.42931, -0.0139218, 0.305618, -0.00193012
6.08779, 0.490928, -3.51414, -0.0160791, 0.29448, -0.00733599
6.00484, 0.420277, -3.31723, -0.0132402, 0.290454, -0.00878208
5.90742, 0.404415, -3.20092, -0.0102376, 0.286575, -0.0100289
5.85608, 0.388539, -3.45101, -0.00677446, 0.285176, -0.010211
5.90068, 0.369883, -3.34221, -0.0072943, 0.28686, -0.00852233
5.92337, 0.346708, -3.19269, -0.00680643, 0.288216, -0.00185239
5.82098, 0.356516, -3.05427, -0.00658182, 0.285867, 0.00206005
5.82689, 0.344146, -3.21404, -0.00648262, 0.28896, 0.00374443
5.84963, 0.345226, -3.11351, -0.00337587, 0.29015, 0.00558405
5.82395, 0.360119, -3.32683, -0.00628105, 0.292281, 0.00790261
5.7136, 0.401336, -3.2278, -0.00825976, 0.288819, 0.00837692
5.69848, 0.392369, -3.24569, -0.00861521, 0.288866, 0.00837749
5.69721, 0.438279, -3.3912, -0.00961546, 0.28768, 0.00627145
5.62497, 0.429752, -3.31622, -0.00966043, 0.284086, -0.000270712
5.59502, 0.36168, -2.90581, -0.00760919, 0.278031, -0.00307974
5.56228, 0.339043, -2.456, -0.00472774, 0.276282, -0.00167206
5.58695, 0.314294, -2.45719, -0.00401966, 0.276891, -0.00306381
5.59409, 0.323377, -2.75074, -0.00315036, 0.277299, -0.000979352
5.56091, 0.32585, -2.84836, -0.00179849, 0.277572, -0.000308449
5.35596, 0.354817, -3.13596, -0.00438257, 0.270586, -0.00200695
5.23349, 0.363268, -3.16488, -0.00107144, 0.264042, -0.005534
5.22931, 0.26563, -2.83243, 0.000596786, 0.261284, -0.00528588
5.24328, 0.268161, -2.91241, 0.00579081, 0.2638, -0.00521165
5.15471, 0.296114, -2.9885, 0.0033639, 0.258186, -0.00052843
