# Trial: 1
# Angle[deg]: -10
# Timestamp: 20260306_190301

Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
0.61591, -0.108163, -9.52118, 0.00337203, 0.0449211, 0.00225958
0.708068, -0.0786001, -9.452, 0.00209892, 0.0470293, 0.000397368
0.705621, -0.083591, -9.44657, 0.00100116, 0.0473571, -0.00321916
0.65557, -0.103844, -9.42879, 0.000537808, 0.0445607, -0.00374217
0.645655, -0.116655, -9.39256, 0.000390589, 0.0431984, -0.0034614
0.62675, -0.0948272, -9.51589, -0.000105189, 0.0423957, -0.0011982
0.637697, -0.107086, -9.74694, -0.000535322, 0.0412762, 0.000686948
0.625589, -0.0780752, -9.85639, -0.00276406, 0.0414209, -0.000979578
0.622079, -0.0963529, -9.94725, -0.00713341, 0.0403085, -0.00187148
0.563607, -0.091878, -10.028, -0.00573511, 0.0396941, -0.00248691
0.614566, -0.10117, -9.97315, -0.00433692, 0.0417464, -0.00122566
0.5885, -0.106597, -9.85548, 0.000546847, 0.0427878, -0.000685592
0.595039, -0.12157, -9.69376, 0.00295275, 0.0417955, -0.000628535
0.590675, -0.137401, -9.91991, 0.00455611, 0.0384785, -0.00362354
0.554244, -0.112874, -9.90232, 0.00230229, 0.0377118, -0.00366624
0.546633, -0.0982301, -9.69713, -0.000347315, 0.0387976, -0.0039669
0.624873, -0.123211, -9.64399, -0.00123775, 0.0423154, -0.00409841
0.644503, -0.115347, -9.53615, -0.00140903, 0.0451737, -0.00336706
0.680471, -0.110414, -9.40089, 0.000181454, 0.0473821, -0.00232636
0.678096, -0.107473, -9.35471, 0.00307093, 0.0475475, -0.00125549
0.682286, -0.0641656, -9.3465, 0.0023032, 0.0473105, -0.00173104
0.685702, -0.096304, -9.22155, 0.000875971, 0.046975, -0.00212717
0.697779, -0.103884, -9.37437, -0.0031168, 0.0485021, -0.00202085
0.736972, -0.0850233, -9.46424, -0.0039608, 0.0495127, -0.00193328
0.708121, -0.0863355, -9.56203, -0.0034379, 0.0483972, -0.00141932
0.703353, -0.106299, -9.51688, -0.00315702, 0.0490586, -0.00113708
0.724931, -0.102749, -9.41834, -0.000276361, 0.0533827, -0.00117617
0.737293, -0.108292, -9.34649, 0.0032708, 0.0529219, -0.00152417
0.749347, -0.124604, -9.24758, 0.00643064, 0.0538082, -0.00157467
0.79238, -0.140697, -9.31781, 0.0100738, 0.0540505, -0.000549445
0.851141, -0.148766, -9.49743, 0.00887936, 0.0572413, -0.000542327
0.852804, -0.126054, -9.35365, 0.0112337, 0.0565786, -0.000320199
0.888528, -0.13769, -9.37219, 0.0131297, 0.059128, -0.00106025
0.910182, -0.153548, -9.40653, 0.014729, 0.0608169, 0.000395786
0.953788, -0.136151, -9.60339, 0.0125669, 0.064028, 0.00134328
1.02412, -0.146765, -9.54247, 0.00823603, 0.067929, 0.000568427
1.14013, -0.12294, -9.5282, 0.00635268, 0.0733305, -0.00217812
1.22586, -0.0928255, -9.58388, 0.00250578, 0.0811965, -0.00270215
1.40605, -0.113314, -9.25488, 0.000292405, 0.0841564, -0.00420111
1.46418, -0.104142, -9.08747, 0.000617914, 0.0868259, -0.00677717
1.55276, -0.146302, -8.94622, 0.00157941, 0.0896164, -0.00884106
1.63667, -0.1339, -8.98407, 0.00216942, 0.0918581, -0.0106351
1.68662, -0.125164, -9.03737, 0.00223168, 0.0948215, -0.00977488
1.78265, -0.133024, -9.05479, -0.00260848, 0.0984236, -0.00796938
