# Trial: 1000
# Angle[deg]: 0
# Timestamp: 20260312_183019

Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
48.9836, -2.59378, -2.96416, 0.0712766, 1.95944, -0.0493848
49.1039, -1.67119, -4.32001, 0.0740341, 1.94104, -0.107771
50.0578, -1.83715, -5.55912, 0.0997339, 1.92718, -0.133241
51.2019, -1.81213, -6.19729, 0.102834, 1.93635, -0.131821
52.0401, -0.878048, -6.27562, 0.0747021, 1.9587, -0.125853
53.1344, -0.380879, -6.07584, 0.0410316, 2.00681, -0.10839
54.319, -0.288485, -5.53766, 0.013989, 2.0575, -0.0858856
55.695, -0.458176, -4.9855, 0.0223622, 2.10038, -0.0743518
56.1024, 0.0752105, -4.87772, 0.0251518, 2.11678, -0.0982828
56.6581, 0.0235622, -4.73515, 0.0439108, 2.1232, -0.12886
57.2971, 0.102723, -5.20499, 0.0475951, 2.11881, -0.151008
57.8659, -0.39566, -4.9189, 0.0484982, 2.13825, -0.150906
58.533, -0.726097, -4.29565, 0.0392565, 2.17103, -0.131335
59.3147, -1.20438, -3.67222, 0.0379288, 2.20254, -0.113238
59.6755, -0.741261, -3.42563, 0.0287885, 2.22268, -0.130713
60.0316, -0.913371, -3.05588, 0.0465508, 2.23652, -0.148703
60.5061, -0.886277, -2.69349, 0.0552664, 2.24728, -0.152811
61.1958, -0.958356, -1.96166, 0.0607986, 2.26778, -0.143498
61.473, -0.176029, -1.70854, 0.0328798, 2.28514, -0.14993
61.7327, 0.0563145, -1.63679, 0.012461, 2.2974, -0.153417
61.7339, 0.314044, -1.9095, -0.0061353, 2.29991, -0.15342
61.1799, 0.82317, -2.16883, -0.0221915, 2.28728, -0.160291
60.9925, 0.993657, -2.21433, -0.0152966, 2.27573, -0.172335
60.5347, 0.96026, -2.16374, -0.00805537, 2.25902, -0.179617
60.6291, 0.123407, -1.61716, 0.020736, 2.26752, -0.167756
60.671, -0.00968823, -1.70289, 0.0302168, 2.2768, -0.155396
60.5475, 0.182132, -1.569, 0.0231133, 2.28512, -0.163267
59.7658, -0.0367512, -1.83916, 0.0203469, 2.27036, -0.169009
59.3588, -0.76755, -2.01258, 0.0350613, 2.25693, -0.151751
58.9627, -1.1909, -1.95409, 0.0450123, 2.24026, -0.123824
58.4556, -1.62695, -1.48544, 0.0694319, 2.23141, -0.0999831
57.4478, -1.41734, -1.49929, 0.0871623, 2.20919, -0.0925479
