# Trial: 4
# Angle[deg]: 0
# Timestamp: 20260308_210837

Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
3.57195, -0.395554, -2.42084, 0.0118282, 0.177721, -0.00245041
3.70077, -0.387049, -2.23448, 0.0131135, 0.177441, -0.00404915
3.67228, -0.387422, -2.25287, 0.015204, 0.177195, -0.00499653
3.71217, -0.396666, -2.13711, 0.0163551, 0.179221, -0.00566743
3.88048, -0.429841, -2.30807, 0.0160476, 0.184513, -0.00573929
3.95405, -0.450049, -2.38922, 0.0152168, 0.190787, -0.00562438
4.01614, -0.417185, -3.06797, 0.0155346, 0.194295, -0.00308539
4.00211, -0.437865, -3.43488, 0.0155339, 0.193511, -0.00301059
3.9904, -0.393281, -3.35265, 0.0119556, 0.192715, -0.000569218
3.93622, -0.404023, -3.33442, 0.0123915, 0.1913, -0.00062153
3.9657, -0.414681, -3.4779, 0.0117087, 0.19157, -0.000662769
3.98675, -0.416745, -3.46485, 0.00958733, 0.191012, -0.00552586
4.05712, -0.430374, -3.58367, 0.0121952, 0.193007, -0.00821501
3.96908, -0.484011, -3.95982, 0.0131528, 0.192411, -0.00896998
3.98631, -0.468856, -4.32671, 0.0151158, 0.192106, -0.00886976
3.93137, -0.514134, -4.50208, 0.0190114, 0.195377, -0.00564291
3.98876, -0.465502, -4.72919, 0.0182548, 0.194536, 0.000980821
4.0567, -0.431816, -5.07872, 0.0152287, 0.199548, 0.00189103
4.17503, -0.386368, -5.17581, 0.0128315, 0.204187, 0.00471124
4.33674, -0.312056, -5.20385, 0.0104922, 0.211082, 0.00516555
4.37082, -0.284406, -4.95278, 0.0100386, 0.213126, 0.00596763
4.42441, -0.262952, -4.86549, 0.0102528, 0.212732, 0.00375042
4.44649, -0.253451, -4.46521, 0.00933096, 0.21327, 0.00114646
4.47624, -0.313626, -4.31924, 0.00701026, 0.211734, -0.00552552
4.45067, -0.258166, -4.18485, 0.00617055, 0.213762, -0.00500421
4.51833, -0.290358, -3.98714, 0.00391515, 0.216349, -0.00367257
4.56704, -0.309129, -3.67623, 0.00651346, 0.219137, 0.00307138
4.63399, -0.275087, -3.64704, 0.00842799, 0.220964, 0.00577352
4.66804, -0.259936, -3.43218, 0.00807559, 0.221388, 0.00596978
4.7801, -0.268188, -3.03822, 0.00660408, 0.228136, 0.00689648
4.82306, -0.227024, -3.23785, 0.00524803, 0.231332, 0.00486388
4.69623, -0.22202, -3.30758, 0.00671311, 0.225602, 0.00591114
4.62562, -0.201429, -3.28094, 0.005219, 0.224213, 0.0056811
4.65852, -0.169059, -3.34394, 0.00247629, 0.224393, 0.0060561
4.81423, -0.179544, -3.90972, 0.00477067, 0.23242, 0.00498794
4.81778, -0.195419, -3.73918, 0.00302686, 0.230872, 0.00550112
4.77824, -0.14535, -3.61308, 0.00290687, 0.229655, 0.00632817
4.73453, -0.12012, -3.79277, 0.00402305, 0.229159, 0.00547423
4.71655, -0.118069, -3.86522, -8.11231e-05, 0.228799, 0.00518872
4.72231, -0.10355, -4.07158, 0.000597577, 0.228159, 0.0047013
4.62446, -0.136694, -3.6632, -0.00100568, 0.220228, 0.000109482
4.61633, -0.164162, -3.58588, 0.00410067, 0.220773, -0.00433365
4.59864, -0.173619, -4.27628, 0.00577974, 0.22276, -0.005454
4.49584, -0.158232, -4.7769, 0.00551682, 0.218148, -0.00504737
4.44013, -0.11919, -5.18583, 0.00758286, 0.217685, -0.00214716
