# Trial: 33
# Angle[deg]: -30
# Timestamp: 20260308_205106

Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
10.8778, 0.580773, -3.99236, -0.0257115, 0.500007, -0.00862311
10.9522, 0.533119, -3.80453, -0.0248032, 0.499993, -0.00900546
11.0525, 0.493726, -3.08552, -0.0227522, 0.500153, -0.00642251
11.0221, 0.475679, -2.4204, -0.0221213, 0.500279, 0.00551705
11.03, 0.498116, -1.86196, -0.0254435, 0.501553, 0.00970201
11.2908, 0.564791, -1.94294, -0.0282145, 0.520198, 0.0121627
11.4497, 0.582624, -1.82783, -0.0268404, 0.524317, 0.011424
11.3937, 0.568367, -1.28182, -0.0272021, 0.518514, 0.010543
11.2768, 0.557954, -0.539467, -0.0284872, 0.511928, 0.0088579
11.376, 0.623516, -1.716, -0.030946, 0.5195, -0.00284326
11.3221, 0.623396, -2.16668, -0.0296352, 0.514735, -0.00667017
11.1961, 0.515527, -1.45173, -0.0220213, 0.503425, -0.011161
11.2489, 0.422474, -1.66807, -0.0167483, 0.5078, -0.0134757
11.3055, 0.387983, -1.87344, -0.0146425, 0.510148, -0.0129781
11.356, 0.365439, -1.65432, -0.0154659, 0.511299, -0.00821999
11.2842, 0.407613, -1.17741, -0.0179543, 0.507901, 0.00396057
11.2619, 0.452802, -1.40134, -0.0223086, 0.507439, 0.0047126
11.2823, 0.437714, -1.13808, -0.0243208, 0.504918, -0.000946813
11.2737, 0.322567, -0.697962, -0.0156216, 0.502489, -0.0112784
11.1957, 0.279531, -0.609522, -0.0124532, 0.500184, -0.0135883
11.1408, 0.233892, -1.01286, -0.0137617, 0.497844, -0.0143075
10.9889, 0.259438, -1.69145, -0.0146388, 0.492818, -0.0127216
11.0455, 0.270728, -2.0487, -0.0135323, 0.494564, -0.0114989
10.9505, 0.232104, -1.6954, -0.00897992, 0.492566, -0.0085003
10.9851, 0.225169, -1.46876, -0.00906986, 0.493904, 0.00424755
10.9142, 0.218764, -0.624908, -0.0100794, 0.48867, 0.0059839
10.8836, 0.2433, -0.920092, -0.0123487, 0.49176, 0.00694258
11.0166, 0.355386, -2.15976, -0.0150349, 0.501431, 0.004884
10.8713, 0.390629, -2.15096, -0.0173233, 0.494103, 0.004288
10.6579, 0.343816, -2.31218, -0.0187603, 0.488142, -0.00644239
10.6345, 0.337335, -2.37557, -0.0167582, 0.48279, -0.00799164
10.7056, 0.295673, -2.83531, -0.0134769, 0.485158, -0.0115515
10.6134, 0.264896, -2.73625, -0.0106627, 0.480637, -0.0121563
10.3279, 0.220974, -2.62578, -0.00913098, 0.467628, -0.0111951
10.2353, 0.216424, -2.93777, -0.00755236, 0.466154, -0.000695874
10.199, 0.232277, -2.07423, -0.00986742, 0.463752, 0.00356558
10.0756, 0.246191, -2.15211, -0.0111412, 0.459019, 0.00603068
9.77446, 0.255791, -1.75529, -0.00996108, 0.444914, 0.00694506
9.63089, 0.265256, -2.2213, -0.010775, 0.441095, 0.00604412
9.4213, 0.289922, -2.46525, -0.0121158, 0.431631, 0.00274214
9.09986, 0.274126, -2.1664, -0.013315, 0.416617, -0.00524442
8.7298, 0.236525, -1.20372, -0.010816, 0.395701, -0.00366218
8.47525, 0.217843, -0.627733, -0.0133809, 0.382062, -0.00205226
8.2429, 0.217193, -1.20713, -0.0157945, 0.375495, 3.40084e-05
7.90787, 0.260546, -1.83399, -0.0147393, 0.362858, -0.00185092
7.72202, 0.232424, -1.71912, -0.00974585, 0.35114, -0.00583702
7.49124, 0.18667, -1.05297, -0.0067052, 0.338848, -0.00441579
7.28707, 0.182217, -1.59184, -0.0084176, 0.332968, -0.00688586
7.08846, 0.119719, -1.47583, -0.00797074, 0.323224, -0.00900161
6.89028, 0.0611764, -0.903118, -0.00564404, 0.311153, -0.0115767
6.75709, 0.0405811, -0.760886, -0.00344457, 0.305478, -0.0139688
6.71408, -0.0478495, -0.311967, -0.000330481, 0.300337, -0.0141411
6.53427, -0.104382, 0.379798, -0.00134655, 0.292338, -0.0130136
6.28828, -0.180847, 1.20646, 0.00237641, 0.28201, -0.0124899
6.20395, -0.186612, 1.15213, 0.00263707, 0.279931, -0.013616
6.24014, -0.218087, 1.34963, 0.00507404, 0.279327, -0.0135603
6.19731, -0.269126, 1.37739, 0.00733543, 0.277654, -0.0134508
6.17835, -0.294503, 1.6649, 0.00886615, 0.275323, -0.0130275
6.12928, -0.290073, 1.54899, 0.00896026, 0.274751, -0.0126731
5.88184, -0.286643, 1.97191, 0.00949999, 0.262669, -0.012206
5.79188, -0.289779, 1.65754, 0.00823117, 0.26011, -0.0134811
5.66719, -0.29066, 1.55102, 0.013241, 0.253171, -0.014131
5.43749, -0.291123, 1.55113, 0.010848, 0.242591, -0.0151002
5.4066, -0.32573, 1.28131, 0.00940282, 0.243048, -0.0163576
5.38836, -0.325116, 0.851821, 0.0101837, 0.243797, -0.0160845
5.16707, -0.357157, 1.22114, 0.0125934, 0.233664, -0.0157139
4.94716, -0.359817, 1.16093, 0.015341, 0.22357, -0.0149013
4.82752, -0.359292, 0.614993, 0.0125794, 0.219037, -0.0147941
