# Trial: 2
# Angle[deg]: 20
# Timestamp: 20260306_192149

Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
0.847062, -0.0755086, 0.0342824, 0.000672938, 0.0466811, 0.00379674
0.821818, -0.0397493, -0.0540503, -0.00119899, 0.0453435, 0.00540124
0.765997, -0.0875988, -0.188533, 0.00395074, 0.0434071, 0.00388589
0.768804, -0.0888087, 0.0254438, 0.00911562, 0.0406498, 0.00186651
0.791717, -0.0894315, 0.21121, 0.00857837, 0.0430115, -0.000277717
0.851616, -0.103372, 0.148379, 0.0091285, 0.0460213, -0.000187555
0.900356, -0.088831, 0.0791205, 0.0061605, 0.0501928, 0.00334797
0.976789, -0.104039, 0.169486, 0.00176991, 0.0522348, 0.00522351
0.99944, -0.0474492, 0.114671, -0.000923425, 0.054155, 0.00496003
1.04059, -0.066581, 0.183494, -0.00378431, 0.0542498, 0.00242906
1.08408, -0.0534899, 0.0831773, -0.00444211, 0.0589321, 0.00111968
1.26861, -0.0527737, 0.23592, -0.00277446, 0.0675072, 0.0025791
1.51802, -0.0533475, 0.560525, -0.00117086, 0.0773429, 0.00617089
1.6539, -0.0955967, 0.482, 0.000261786, 0.0837662, 0.00884423
1.78428, -0.106473, 0.499664, 0.00260227, 0.0890193, 0.00893778
1.94159, -0.0919447, 0.461432, 0.00212095, 0.0966115, 0.00751677
2.09487, -0.0983769, 0.441313, 0.00293896, 0.103075, 0.00592459
2.20031, -0.102407, 0.271439, 0.00408146, 0.106433, 0.0065904
2.27036, -0.127726, 0.199992, 0.00474152, 0.109479, 0.00700788
2.40498, -0.106108, 0.109729, 0.00591871, 0.115567, 0.00701783
2.49821, -0.109742, 0.0448603, 0.0057864, 0.119499, 0.00524984
2.54431, -0.114017, 0.124221, 0.00906342, 0.123829, 0.00382906
2.69652, -0.122166, 0.420135, 0.0075501, 0.12951, 0.00531887
2.87438, -0.131187, 0.269028, 0.00546542, 0.137045, 0.00790939
3.01335, -0.119048, 0.0818206, 0.00444821, 0.142515, 0.00986606
3.17506, -0.0745744, 0.259789, 0.00278711, 0.148206, 0.010027
3.26556, -0.0582406, 0.385403, 0.00472683, 0.152566, 0.0106458
3.40724, -0.0773946, 0.258704, 0.00228885, 0.158313, 0.0103658
3.41242, -0.0384237, 0.158535, 0.00327385, 0.159424, 0.00871158
3.42417, -0.0641345, 0.263486, 0.000879135, 0.159282, 0.00629303
3.40397, -0.0520976, -0.0102176, 0.00283603, 0.158224, 0.000496003
3.45991, -0.0672215, 0.0305726, 0.00052617, 0.159031, -0.00325961
3.45407, -0.0474536, 0.0141276, -0.00181262, 0.15939, -0.00121572
3.4821, -0.0342824, 0.0876833, -0.00529097, 0.162302, 0.00173692
3.49788, -0.0363553, 0.0709358, -0.00481157, 0.163305, 0.00301726
3.57556, -0.0372716, 0.0839202, -0.00386126, 0.166513, -0.00195204
3.68094, -0.0400029, -0.169775, -0.000898681, 0.170327, -0.00499461
3.76776, -0.0551268, -0.438777, 0.00219055, 0.174235, -0.00537152
3.86538, -0.0550378, -0.429738, 3.86408e-05, 0.180481, -0.00420258
4.08396, -0.0463594, -0.605683, -0.00212445, 0.187958, 0.000787617
4.21768, -0.0818517, -0.658012, -0.00319239, 0.196184, 0.0032839
4.34065, -0.0542994, -0.779155, -0.00193893, 0.201518, -0.00109019
4.39562, -0.0693166, -1.00809, 0.00143581, 0.205059, -0.00669638
4.48505, -0.0785645, -1.26843, 0.00122555, 0.205212, -0.00708765
4.54554, -0.0819318, -1.29635, 0.00319702, 0.206263, -0.00827682
4.5552, -0.103394, -1.31264, 0.00189442, 0.209144, -0.00621597
4.69127, -0.0999293, -1.64226, 0.00283761, 0.214385, -0.00369359
4.75788, -0.0985237, -1.52943, 0.00281298, 0.220695, 0.00272429
4.80416, -0.0672794, -1.1681, 0.00395029, 0.21989, 0.00612875
4.90098, -0.102763, -1.03403, 0.00136734, 0.224961, 0.00674192
4.94796, -0.0379611, -1.42816, 0.00339711, 0.22872, 0.0070437
4.93757, -0.0523333, -1.47443, 0.00347959, 0.224254, 0.00502025
4.86734, -0.0385928, -1.29995, 0.00578098, 0.219408, -0.000800272
4.8234, -0.0741207, -1.24956, 0.00227856, 0.219071, -0.00416643
4.8116, -0.0741874, -1.22306, -3.89798e-05, 0.219659, -0.00419501
4.77261, -0.0361151, -1.23002, -0.000571025, 0.218025, -0.0020248
4.69747, -0.0430588, -1.12169, -0.00187769, 0.214914, -0.00137209
4.74668, -0.0479696, -0.880748, -0.00119651, 0.214717, -0.00227992
4.7386, -0.0746812, -1.01719, 0.00261741, 0.216642, -0.00516894
4.7206, -0.0775814, -0.879151, 0.0031246, 0.214164, -0.00150903
4.61447, -0.0493886, -0.674889, 0.00306573, 0.210349, 0.00580753
4.49249, -0.0559542, -0.630491, -0.000788408, 0.204848, 0.00520589
4.40093, -0.0793652, -1.10655, 0.00260283, 0.201012, 0.00247233
4.29954, -0.072506, -0.914181, 0.00303748, 0.195807, -0.00322865
4.35736, -0.0918958, -1.03297, 0.00196435, 0.198856, -0.00530272
4.38132, -0.0655579, -1.24701, -0.00059125, 0.199032, -0.00373517
4.40657, -0.0588945, -1.49704, -0.0010563, 0.203824, -0.0024468
4.42337, -0.0426762, -1.21892, -0.00500048, 0.202963, -0.00121323
