# Trial: 3
# Angle[deg]: -40
# Timestamp: 20260308_205211

Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
2.9466, 0.0109382, -1.68739, -0.00953343, 0.139686, -0.00269458
2.97217, 0.0161381, -1.44557, -0.00766625, 0.142447, -0.00267243
2.88328, 0.0115876, -1.50579, -0.00893733, 0.139237, -0.000348671
2.853, 0.0166853, -1.73196, -0.0078181, 0.136378, 0.00636884
2.88573, 0.0256307, -1.45527, -0.00927933, 0.136217, 0.00573601
2.98068, 0.0771811, -1.36574, -0.00794306, 0.145559, 0.00670158
3.13033, 0.0810777, -1.19642, -0.0126776, 0.152031, 0.00748468
3.24902, 0.140146, -1.33169, -0.0130988, 0.15859, 0.00766749
3.2619, 0.18884, -0.650779, -0.0142904, 0.159011, 0.00848019
3.2856, 0.19344, -0.454061, -0.0150203, 0.16121, 0.00852629
3.33453, 0.205966, 0.135533, -0.0133315, 0.161381, 0.0069184
3.36134, 0.187074, 0.42755, -0.0140892, 0.166367, 0.0036119
3.42244, 0.202576, 0.376311, -0.0150046, 0.164124, -0.00306437
3.4933, 0.192279, 0.138722, -0.0175406, 0.16673, -0.00740785
3.5031, 0.216201, 0.230267, -0.0187998, 0.168659, -0.00479248
3.43653, 0.198079, 0.0379611, -0.018185, 0.17057, -4.51939e-07
3.30937, 0.204062, -0.3739, -0.015941, 0.163574, 0.00849228
3.0437, 0.202808, -0.730313, -0.0152211, 0.15231, 0.00867825
2.84784, 0.233714, -0.916463, -0.013642, 0.144002, 0.0094348
2.53913, 0.194828, -0.87061, -0.015915, 0.130544, 0.00884592
2.33028, 0.188209, -0.197052, -0.0160376, 0.120035, 0.0094905
2.18866, 0.206567, -0.644863, -0.0144193, 0.111865, 0.00826213
2.08133, 0.176287, -0.83611, -0.0172972, 0.107881, 0.00453476
2.13766, 0.199654, -1.31114, -0.0170939, 0.111418, -0.00499416
2.24378, 0.231343, -1.79723, -0.0142395, 0.114643, -0.00741327
2.29839, 0.161675, -2.12076, -0.0141254, 0.115878, -0.00872638
2.30232, 0.167298, -2.06774, -0.0148297, 0.119832, -0.00906794
2.53007, 0.181737, -1.83643, -0.0138125, 0.12562, -0.009675
2.76244, 0.200957, -1.48766, -0.0135061, 0.134749, -0.0087831
2.8724, 0.188057, -1.6593, -0.0186848, 0.142526, -0.00874344
3.01319, 0.237539, -2.36504, -0.0192665, 0.151313, -0.00549603
3.18338, 0.268085, -2.5175, -0.0174988, 0.156674, -0.00494885
3.35986, 0.271995, -2.36996, -0.0168274, 0.164449, -0.00898806
3.40095, 0.24773, -3.22805, -0.018233, 0.169486, -0.00665876
3.40358, 0.288868, -3.69192, -0.0172337, 0.170103, -0.00462187
3.48371, 0.273886, -4.21192, -0.0169903, 0.178753, -0.00452109
3.44476, 0.305606, -4.54139, -0.0183946, 0.175847, -0.0024546
3.26101, 0.297711, -4.55902, -0.0191103, 0.165457, -0.0033761
3.05831, 0.242704, -4.30887, -0.0170105, 0.153946, -0.00605463
2.9881, 0.202359, -4.06896, -0.0161445, 0.147201, -0.00909697
2.8414, 0.156617, -4.38263, -0.0137435, 0.142691, -0.0107241
2.70104, 0.117856, -4.75783, -0.0104913, 0.13558, -0.0113667
2.56879, 0.069072, -5.33953, -0.00996605, 0.130501, -0.0120249
2.59178, 0.029812, -5.81323, -0.00738548, 0.130637, -0.0115335
2.57554, 0.0593526, -5.25729, -0.00827557, 0.129072, -0.0106611
2.5007, 0.0559364, -4.65135, -0.0110618, 0.125273, -0.00437602
2.51116, 0.0616257, -3.89618, -0.00992334, 0.126786, -0.00125391
2.57656, 0.0743342, -3.09006, -0.013409, 0.128507, -0.000173093
2.72249, 0.0886575, -3.0293, -0.0159463, 0.136818, -0.000727961
2.78538, 0.0945425, -3.53626, -0.0162235, 0.136878, -0.00631235
2.71825, 0.0799879, -3.993, -0.0142963, 0.133331, -0.0071594
2.64521, 0.0399895, -3.94027, -0.0113555, 0.131118, -0.00928566
2.69761, 0.0199814, -4.07485, -0.00751315, 0.133193, -0.00993476
2.66792, 0.00431033, -3.74211, -0.00740593, 0.128896, -0.00892625
2.64219, 0.00866958, -3.80983, -0.00448109, 0.128179, -0.00528667
2.68363, 0.0183889, -3.32323, -0.00954485, 0.131152, -0.000873034
2.70041, 0.0293672, -3.5547, -0.00839715, 0.133957, 0.000710336
2.65894, 0.0544373, -3.48193, -0.0116736, 0.130566, 0.00219179
2.64248, 0.0864289, -3.40195, -0.013332, 0.13162, 0.00196853
