# Trial: 5
# Angle[deg]: 50
# Timestamp: 20260308_214936

Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
2.12461, -0.422332, -5.12336, -0.00315216, 0.10536, 0.00193453
2.08002, -0.408058, -5.13011, -0.00448358, 0.107386, 0.004576
2.17986, -0.381328, -5.03695, -0.00683185, 0.112967, 3.85278e-05
2.31203, -0.383237, -4.90089, -0.00412903, 0.116524, -0.00748118
2.31558, -0.436055, -5.04681, -0.00452922, 0.118483, -0.0103612
2.30175, -0.485199, -5.32497, -0.00332243, 0.117999, -0.0114411
2.40457, -0.536611, -5.86164, 7.27622e-05, 0.123131, -0.0108418
2.47036, -0.554671, -6.12418, -0.00384374, 0.128045, -0.0128165
2.50993, -0.563763, -6.13346, -0.00373121, 0.130397, -0.0129352
2.61648, -0.587895, -5.74982, -0.00513866, 0.134696, -0.0137353
2.68006, -0.557242, -5.54578, -0.00454956, 0.139358, -0.01523
2.7596, -0.574497, -5.5834, -0.00302088, 0.1448, -0.016864
2.83982, -0.655245, -6.03299, -0.00151626, 0.14962, -0.0188528
2.96207, -0.658048, -5.8108, -0.00216671, 0.154632, -0.019847
3.01492, -0.681045, -5.54269, -0.00325747, 0.157972, -0.0199826
3.10951, -0.702014, -5.67532, -0.00411841, 0.163109, -0.0174658
2.98185, -0.736016, -6.04184, -0.00261876, 0.157187, -0.00837444
2.85138, -0.744873, -6.32818, 0.00229879, 0.149475, -0.00027783
2.83293, -0.829642, -7.08735, 0.00796701, 0.146933, 0.000373867
2.96936, -0.877652, -7.20611, 0.0129417, 0.151271, -0.00241708
3.10831, -0.813687, -6.69655, 0.0138775, 0.158191, -0.0119044
3.29247, -0.741398, -6.2994, 0.0125428, 0.164728, -0.0165798
3.41333, -0.778541, -6.00417, 0.00940938, 0.171263, -0.0157408
3.53052, -0.754917, -5.84696, 0.0109019, 0.174398, -0.00994639
3.67928, -0.723583, -5.82286, 0.0137507, 0.179397, -0.00278101
3.74522, -0.718664, -5.77516, 0.0140169, 0.181408, 0.000691354
3.77732, -0.678207, -5.68276, 0.0155263, 0.181264, 0.00379392
3.8703, -0.68036, -5.85485, 0.0146336, 0.187451, 0.00256973
3.93033, -0.689497, -6.02557, 0.0152344, 0.188689, 0.00210084
3.92044, -0.683492, -6.03742, 0.0171241, 0.188059, -0.00134983
3.89594, -0.749743, -6.17356, 0.0186546, 0.187988, -0.00394249
3.99315, -0.705008, -5.89479, 0.0157695, 0.192815, -0.00138655
4.09745, -0.707258, -5.99145, 0.0146159, 0.199895, 0.00158642
4.14294, -0.663034, -5.91956, 0.0156373, 0.199883, 0.00204333
4.1697, -0.712036, -6.24856, 0.0160325, 0.199363, 0.00432133
4.08266, -0.794986, -6.83235, 0.0189443, 0.196879, 0.00119357
4.11459, -0.850656, -7.31794, 0.0220876, 0.197067, -0.00159568
4.14916, -0.771517, -6.74275, 0.01373, 0.19796, -0.00714324
4.20784, -0.634699, -5.98957, 0.0065956, 0.200569, -0.00399786
4.30806, -0.559355, -5.11653, 0.000494196, 0.206122, 0.00271503
4.36362, -0.462535, -4.4894, 0.00321566, 0.207326, 0.00328628
4.44405, -0.418907, -4.11338, 0.00576799, 0.209805, 0.0034161
4.50357, -0.510264, -4.46791, 0.00871621, 0.215459, -0.00257097
4.58718, -0.516505, -4.62885, 0.00595871, 0.218334, -0.0110369
4.60374, -0.529187, -4.64741, 0.00164291, 0.216662, -0.0111783
4.67782, -0.526776, -4.94197, -0.000214332, 0.222507, -0.00919787
4.67125, -0.506666, -4.62789, -0.000970088, 0.221928, 0.0012608
4.65738, -0.451882, -4.39832, 0.00412937, 0.219184, 0.00659526
4.72889, -0.438141, -4.21976, 0.00786352, 0.219749, 0.00574991
4.76164, -0.409606, -4.09788, 0.00766952, 0.221679, 0.00239878
4.7951, -0.409712, -4.16587, 0.00918137, 0.222764, -0.00333588
4.86228, -0.438048, -4.25419, 0.00384194, 0.224211, -0.0106115
4.83376, -0.447402, -4.07614, -0.000120103, 0.224686, -0.0112257
4.76918, -0.45222, -4.20921, -0.00141886, 0.224167, -0.00993114
4.72444, -0.489696, -4.48108, 0.00100127, 0.22227, -0.00460244
4.65587, -0.579523, -5.3585, 0.0152015, 0.222895, 0.00238703
