# Trial: 2
# Angle[deg]: 10
# Timestamp: 20260306_192109

Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
4.22666, -0.628761, -6.5135, 0.0146518, 0.199387, -0.000488659
4.25881, -0.644018, -6.53299, 0.0190914, 0.200195, -0.00279909
4.24599, -0.657247, -6.61578, 0.0233348, 0.200818, -0.00588538
4.26082, -0.683554, -6.52612, 0.0235197, 0.200046, -0.00593442
4.24551, -0.658235, -6.48732, 0.0210042, 0.200955, -0.00220682
4.22469, -0.630295, -6.49521, 0.018779, 0.200893, -0.000650906
4.32345, -0.639494, -6.43218, 0.0180612, 0.201766, 0.000163828
4.30316, -0.643075, -6.63277, 0.0193187, 0.203984, -0.00379403
4.33283, -0.653955, -6.75168, 0.0204413, 0.202905, -0.00667605
4.33946, -0.690471, -6.74322, 0.0233526, 0.203592, -0.00776974
4.33054, -0.673959, -6.57095, 0.0238332, 0.203509, -0.00553535
4.34747, -0.693411, -6.64033, 0.0251325, 0.204522, -0.00327611
4.3088, -0.70265, -6.54974, 0.0260916, 0.20082, -0.00273977
4.3542, -0.713824, -6.39826, 0.0282522, 0.203962, -0.0035841
4.41214, -0.682771, -6.13992, 0.0275569, 0.20556, -0.00449725
4.41526, -0.63884, -5.96108, 0.0255149, 0.206942, -0.00414417
4.45523, -0.643409, -6.02249, 0.0249039, 0.207958, -0.00250442
4.44183, -0.64126, -5.91456, 0.0270182, 0.207206, -0.00242658
4.49889, -0.682059, -5.94097, 0.0303482, 0.208776, -0.00236014
4.54668, -0.668839, -6.2448, 0.0335627, 0.213293, -0.00164291
4.57772, -0.712022, -6.5834, 0.0335115, 0.216883, 0.000335791
4.61043, -0.697477, -6.70899, 0.0302877, 0.216349, 0.000750671
4.64443, -0.708504, -6.77464, 0.0311527, 0.219224, -0.00231506
4.63389, -0.751967, -6.90181, 0.031402, 0.222832, -0.00427275
4.6919, -0.761647, -6.80506, 0.0307154, 0.223599, -0.00586425
4.7882, -0.736554, -6.66842, 0.0325022, 0.228625, -0.00289354
4.85978, -0.731083, -6.95265, 0.0332754, 0.234793, 0.000181341
4.9503, -0.734379, -6.91764, 0.028759, 0.240679, 0.000696213
5.11883, -0.757172, -6.88536, 0.0241891, 0.248749, -0.00139581
5.33706, -0.789364, -7.18514, 0.026433, 0.260886, -0.00494297
5.60266, -0.835905, -7.57063, 0.0297509, 0.272624, -0.00447397
5.78201, -0.820897, -7.78521, 0.0300266, 0.280726, -0.00293535
5.85168, -0.814567, -7.71278, 0.0230619, 0.285368, -0.000425275
5.94454, -0.854953, -7.96425, 0.0209156, 0.286695, -0.000663447
5.98161, -0.870499, -7.9789, 0.0209413, 0.2864, -0.0067487
6.00631, -0.944028, -8.11932, 0.0316455, 0.283937, -0.0154145
6.00576, -0.993146, -8.28897, 0.0372459, 0.28282, -0.01608
5.97096, -0.993408, -8.57173, 0.0408899, 0.283597, -0.0126155
5.9788, -1.01373, -8.74205, 0.0388271, 0.28609, -0.00276474
5.98922, -0.986344, -8.59585, 0.0378686, 0.284875, 0.000595656
5.96029, -0.980041, -8.279, 0.0436748, 0.28426, -0.00637652
5.94671, -0.99432, -7.98998, 0.0435124, 0.279021, -0.0138052
5.9257, -0.961496, -8.05367, 0.0421154, 0.276734, -0.0147259
5.91569, -1.00859, -8.31123, 0.0399837, 0.276353, -0.0123682
5.90958, -0.968333, -8.59181, 0.0404781, 0.277643, -0.0057498
5.91855, -1.01015, -8.89535, 0.0448615, 0.278662, -0.005534
5.87325, -1.01438, -8.702, 0.0469251, 0.276797, -0.010089
5.86127, -1.02696, -8.64207, 0.046003, 0.275006, -0.0131233
5.91835, -1.00124, -8.71271, 0.0416084, 0.278174, -0.0108402
6.05247, -1.0349, -8.98777, 0.0397799, 0.289264, -0.00678067
6.098, -1.06587, -9.16272, 0.0450533, 0.293526, -0.00285072
6.06573, -1.03156, -9.24879, 0.0457589, 0.29049, 0.00063215
6.08757, -1.04297, -9.81178, 0.0460883, 0.289446, 0.00180414
6.12928, -1.05553, -10.1709, 0.0414787, 0.290951, 0.0017533
6.13057, -1.05651, -10.5686, 0.037561, 0.292647, -0.0014392
6.04633, -1.02129, -10.1547, 0.029013, 0.283008, -0.00839296
5.9534, -0.986509, -9.68421, 0.0277253, 0.277032, -0.0131771
5.90158, -1.06131, -9.51348, 0.0320385, 0.274418, -0.0139514
5.93625, -1.04824, -9.50283, 0.0378639, 0.275168, -0.0128254
5.88795, -1.03971, -9.31342, 0.0393154, 0.272592, -0.0118884
5.80136, -1.01353, -9.21398, 0.0355764, 0.267961, -0.0107734
5.77233, -0.977457, -8.98428, 0.0321696, 0.266607, -0.0136222
5.81058, -1.01713, -8.54679, 0.0324445, 0.266832, -0.0151382
5.85928, -0.982572, -8.43129, 0.0390407, 0.268263, -0.0167379
5.78511, -0.972515, -8.23132, 0.0379491, 0.265408, -0.0137902
5.74886, -0.976425, -8.08001, 0.0379498, 0.263454, -0.00544338
5.72334, -0.95542, -8.30809, 0.0400353, 0.26186, -0.00075858
5.72489, -0.943059, -8.05825, 0.0435621, 0.262524, -0.00217247
5.68294, -0.98416, -8.15292, 0.0436019, 0.261, -0.0081061
5.69144, -0.999547, -8.66793, 0.0431157, 0.261447, -0.0129389
5.64078, -0.971954, -8.63206, 0.0344408, 0.258326, -0.0117612
5.5285, -0.916805, -8.16339, 0.0290292, 0.251837, -0.0082462
5.49948, -0.933059, -8.17941, 0.0358432, 0.249377, -0.00762196
5.46527, -0.921974, -7.92968, 0.0378286, 0.245124, -0.00938486
5.43776, -0.9337, -8.11535, 0.0389992, 0.245953, -0.00708132
5.45288, -0.928544, -8.31999, 0.030758, 0.246109, -0.00427874
5.42529, -0.886664, -8.26846, 0.0281895, 0.244617, -0.00622287
5.36727, -0.87642, -7.52079, 0.0283949, 0.239817, -0.0116317
5.39525, -0.880921, -7.63959, 0.0342616, 0.243212, -0.0148155
5.35709, -0.91068, -7.67149, 0.0339368, 0.244308, -0.0107393
5.40683, -0.868622, -7.72797, 0.0297569, 0.247853, -0.00281976
5.37883, -0.863088, -8.05628, 0.0293217, 0.24885, 0.000517019
5.37766, -0.85123, -7.83419, 0.0294775, 0.249109, -0.00135683
5.41825, -0.924487, -7.68697, 0.0347531, 0.248338, -0.00785245
5.48949, -0.952418, -8.24449, 0.0374266, 0.254135, -0.010245
5.49488, -0.967048, -8.71483, 0.0338603, 0.254921, -0.00506816
5.45457, -0.934078, -8.70909, 0.0291351, 0.256289, 0.00195678
5.466, -0.944584, -8.76385, 0.0318388, 0.256611, 0.000436234
