# Trial: 4
# Angle[deg]: -10
# Timestamp: 20260308_211835

Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
2.60555, -0.187768, -0.799443, 0.00288269, 0.127484, 0.0035397
2.69137, -0.181176, -0.629268, 0.00548372, 0.130264, 0.0036537
2.7804, -0.18788, -0.718988, 0.0050607, 0.134703, 0.00409706
2.86893, -0.208048, -0.378966, 0.00526792, 0.136847, 0.00409672
2.95386, -0.19844, -0.755762, 0.00555411, 0.143458, 0.00410293
3.0185, -0.145061, -1.40152, 0.00430743, 0.146762, 0.00395074
3.07345, -0.13967, -1.50005, 0.0045786, 0.148633, 0.00421546
3.10264, -0.11794, -1.96698, 0.00324594, 0.153404, 0.00360806
3.25166, -0.0817361, -2.40674, 0.00275852, 0.158925, 0.00369901
3.29394, -0.0524045, -2.48043, 0.000488659, 0.162266, 0.00236647
3.38231, -0.0770165, -2.76013, -0.000167331, 0.164977, 0.00057803
3.47919, -0.100984, -2.71902, -0.000808406, 0.168413, -0.00282801
3.6044, -0.11633, -2.76563, 0.00199102, 0.170768, -0.00473971
3.61931, -0.129532, -3.00067, 0.00283626, 0.170935, -0.00724018
3.74513, -0.165336, -3.85333, 0.00431207, 0.176129, -0.00892987
3.79526, -0.139069, -4.07759, 0.00457916, 0.178809, -0.00889857
3.81695, -0.14366, -4.53302, 0.00500003, 0.179527, -0.00748129
3.89144, -0.134238, -5.05647, 0.00735961, 0.183024, -0.00205045
3.99723, -0.102118, -5.11598, 0.0074057, 0.189902, 0.00231257
4.09009, -0.0645748, -4.83794, 0.00599068, 0.196571, 0.00392916
4.12372, -0.0123349, -4.79285, 0.0042784, 0.200722, 0.00518194
4.15226, -0.00131667, -4.76691, 0.00309104, 0.199021, 0.00439613
4.13724, -0.0109916, -4.71465, 0.00402045, 0.197415, 0.00246635
4.09435, 0.0160937, -4.74824, 0.00360173, 0.1939, -0.00492569
4.17596, -0.0470755, -4.12348, 0.00330096, 0.196703, -0.00700178
4.12674, -0.0908104, -4.57398, 0.00433093, 0.19147, -0.0108258
4.09056, -0.135702, -4.69266, 0.00354411, 0.189441, -0.0136019
3.98586, -0.18332, -4.49306, 0.00875553, 0.182091, -0.0127128
3.92983, -0.229315, -4.42983, 0.00669254, 0.180423, -0.0123288
3.91394, -0.208924, -5.41307, 0.00820925, 0.184207, -0.0102701
3.95533, -0.186661, -5.39473, 0.0115672, 0.188447, -0.000196142
3.98633, -0.16272, -4.87199, 0.012641, 0.190482, 0.00356558
4.07219, -0.136191, -4.46916, 0.00902884, 0.194249, 0.00461656
4.15977, -0.0971759, -4.14579, 0.00686134, 0.199337, 0.00682372
4.16481, -0.110823, -3.65437, 0.00930193, 0.200382, 0.00525199
4.11685, -0.077746, -3.63718, 0.00482897, 0.195734, 0.00487835
4.06538, -0.103132, -3.61492, 0.00533322, 0.192357, -0.000670791
4.01268, -0.146209, -3.23428, 0.00512262, 0.189242, -0.00598729
3.98251, -0.151911, -3.63983, 0.00505686, 0.188796, -0.00888072
3.97057, -0.122019, -3.94378, 0.00774511, 0.18555, -0.0088466
3.77434, -0.165625, -3.79581, 0.00118374, 0.176661, -0.00424179
3.7083, -0.134087, -3.58438, 0.00294224, 0.17577, 0.00122216
3.66501, -0.114542, -3.94095, 0.00268904, 0.176054, 0.00299602
3.59783, -0.088057, -3.66413, -2.29359e-05, 0.170853, 0.00212479
3.5067, -0.0641211, -3.95251, -0.0025147, 0.165604, 4.06745e-05
3.41625, -0.0319115, -4.50971, -0.00465656, 0.163514, -0.00201712
3.35238, -0.0315023, -4.82456, -0.00383674, 0.160632, -0.00405536
3.28742, -0.0723325, -4.57361, -0.00374963, 0.158139, -0.00442788
3.2471, -0.0672838, -4.64387, -0.00572144, 0.158942, -0.00268576
3.24024, -0.0357993, -4.84557, -0.00507957, 0.155322, 0.00167579
3.21542, -0.052836, -5.06757, 0.000161455, 0.155827, 0.00275525
3.20632, -0.0344248, -5.28245, 0.000645595, 0.157302, 0.00289332
3.18601, -0.0238247, -5.48052, 5.1973e-06, 0.155941, 0.00175081
3.17321, -0.00603179, -5.41563, 0.00153196, 0.153245, 0.0037372
3.09854, -0.000106757, -5.20991, 0.00194085, 0.151585, 0.00307466
3.10287, -0.00928344, -5.06475, 0.000281219, 0.151813, 0.00533424
3.02865, 0.0188115, -5.10941, 0.000171059, 0.14854, 0.00514793
3.07249, 0.0481253, -5.08352, -0.000282462, 0.151992, 0.00469531
3.02056, 0.034149, -5.05697, -0.0032534, 0.150404, 0.00447702
3.01049, 0.0242117, -4.78868, -0.00258362, 0.144682, 0.00350038
2.90009, 0.00699705, -4.36884, -0.00241934, 0.139865, 0.00156721
2.87856, -0.012028, -3.94891, -0.00287343, 0.138429, 0.000329803
2.90325, -0.0614655, -3.323, -0.000367992, 0.137452, -0.00131887
2.87829, -0.0946715, -2.91932, 0.00030359, 0.136816, -0.000975285
2.86932, -0.076892, -3.17694, -0.000513968, 0.138152, 0.00154337
2.90723, -0.0594016, -3.30016, 0.00225405, 0.141565, 0.00385832
2.9474, -0.0470488, -3.02252, 0.0036763, 0.141755, 0.00386284
2.96687, -0.0907259, -2.75334, 0.00391786, 0.145519, 0.00449024
3.05223, -0.0659449, -2.60053, 0.00545016, 0.149931, 0.00555761
3.06483, -0.0579826, -2.59241, 0.00268701, 0.148729, 0.00508454
3.05407, -0.0866069, -2.41313, 0.0020979, 0.149893, 0.00527345
3.10867, -0.0697214, -2.36062, 0.00303353, 0.151432, 0.00418259
3.14152, -0.0655357, -2.39916, 0.00201407, 0.151627, 0.00156213
3.16724, -0.0775547, -2.45428, 0.00416993, 0.153561, -0.000103268
3.18861, -0.0237668, -2.48926, -0.00166268, 0.152525, 0.00196481
3.13247, -0.0575689, -2.56229, -0.00306754, 0.150872, 0.000242239
3.22584, -0.0684448, -2.22434, -0.00171827, 0.152946, -0.00210626
3.27079, -0.0804061, -2.27064, -0.000356241, 0.154495, -0.00376545
3.29669, -0.0585564, -2.40445, 0.000400983, 0.15597, -0.00302754
3.32807, -0.0627511, -2.36713, 0.00187905, 0.157666, -0.00145536
3.42015, -0.0956812, -2.78577, 0.00345203, 0.165871, 0.00141401
3.47862, -0.0481787, -2.48879, 0.00166924, 0.167297, 0.00376974
3.5879, -0.0644681, -2.54365, 0.00266554, 0.17357, 0.00311081
3.76747, -0.104017, -2.32875, 0.00487665, 0.178061, 0.00342242
3.87199, -0.0752995, -2.2335, 0.000738808, 0.18314, 0.00139502
3.9934, -0.0712516, -2.36169, -0.00139751, 0.189114, -0.000467757
4.05643, -0.07856, -2.39791, -0.00335938, 0.1894, -0.000400757
4.0906, -0.0673283, -2.37064, -0.00428292, 0.19254, 0.000550575
4.11006, -0.0945914, -2.31131, -0.00230659, 0.193052, -0.00339452
4.24045, -0.106072, -2.34927, 0.00105449, 0.196527, -0.00561975
4.33411, -0.127744, -2.32243, 0.000448776, 0.200305, -0.00509415
4.51812, -0.117246, -3.06601, -0.000650002, 0.213661, -0.00366749
