# Trial: 3
# Angle[deg]: -20
# Timestamp: 20260308_205004

Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
2.30033, -0.172925, 0.855562, 0.00392023, 0.114813, -0.0098777
2.39994, -0.20331, 0.944535, 0.00527424, 0.117917, -0.0103286
2.51575, -0.204342, 1.17599, 0.00232173, 0.121965, -0.0107106
2.53328, -0.191825, 1.11088, 0.000382793, 0.122347, -0.0128548
2.60708, -0.226597, 1.28064, 0.000415897, 0.124417, -0.0130673
2.67563, -0.281835, 1.95135, 0.00203915, 0.12662, -0.0142397
2.7029, -0.305499, 2.01326, 0.00638658, 0.128373, -0.0156643
2.73645, -0.366115, 2.57656, 0.00719137, 0.127905, -0.0169528
2.73373, -0.386101, 2.93588, 0.0108513, 0.128629, -0.0164008
2.70322, -0.417132, 3.39294, 0.0110383, 0.127157, -0.0164124
2.74754, -0.394081, 3.15948, 0.010235, 0.129615, -0.016538
2.81663, -0.427572, 3.12504, 0.0159756, 0.132966, -0.0156668
2.92709, -0.482401, 3.87009, 0.0191248, 0.13524, -0.0140306
2.95444, -0.464603, 3.90128, 0.0201077, 0.140691, -0.00899969
3.03491, -0.4007, 3.50908, 0.0120043, 0.144499, -0.00492275
3.21448, -0.385812, 3.13945, 0.00709567, 0.156497, -0.00532385
3.46172, -0.361618, 3.07434, 0.00742796, 0.167004, -0.00634308
3.65738, -0.362592, 2.84544, 0.0144858, 0.176555, -0.0019456
3.82272, -0.403262, 3.15579, 0.0211082, 0.181056, 0.00394984
4.01216, -0.370257, 3.18338, 0.0148763, 0.187195, 0.00689253
4.19732, -0.29356, 2.60983, 0.00837534, 0.192719, 0.00881508
4.266, -0.203364, 1.72293, 0.00445827, 0.195099, 0.00991803
4.33392, -0.205392, 1.85518, 0.00411931, 0.198261, 0.00815705
4.48785, -0.246, 2.22266, 0.00557795, 0.206758, 0.00913878
4.73938, -0.224973, 2.87712, 0.0051329, 0.219017, 0.0117293
4.89547, -0.188622, 2.86614, 0.00259119, 0.225265, 0.0110689
4.90252, -0.1649, 3.18061, -0.00124566, 0.227486, 0.0130607
5.03088, -0.205201, 3.48403, -0.000286417, 0.232437, 0.012334
5.01038, -0.188947, 3.68907, -6.01079e-05, 0.231445, 0.0112405
4.90263, -0.208768, 3.78325, -0.00202232, 0.225765, 0.00606706
4.69897, -0.221997, 3.41535, 0.00261616, 0.211954, -0.00672022
4.58261, -0.258215, 3.27648, 0.00925368, 0.210297, -0.0132966
4.48232, -0.264118, 2.68847, 0.0110584, 0.208514, -0.0107825
4.36023, -0.26539, 3.14505, 0.016361, 0.204272, -0.00285174
4.15917, -0.268232, 3.13683, 0.013151, 0.196779, 0.00688191
4.02791, -0.250199, 3.1103, 0.00235709, 0.190797, 0.00819276
3.89897, -0.233211, 2.86861, 5.88651e-05, 0.178412, -0.0021214
3.75429, -0.264531, 2.8418, 0.00470559, 0.171122, -0.0135123
3.56359, -0.263428, 2.83993, 0.00980279, 0.164072, -0.0174183
3.44138, -0.308684, 2.43812, 0.0103681, 0.15586, -0.0174079
3.19735, -0.409419, 2.99807, 0.0148138, 0.143794, -0.0151379
2.88007, -0.448674, 3.54192, 0.0193006, 0.127074, -0.0111913
2.67456, -0.400042, 2.89014, 0.0197894, 0.119106, -0.0101352
2.71489, -0.341405, 1.92989, 0.0191345, 0.125736, -0.0113471
2.8389, -0.381542, 2.30413, 0.0229634, 0.133262, -0.00363992
2.86494, -0.388614, 3.34226, 0.0154127, 0.136193, 0.00667288
2.90013, -0.434947, 4.29402, 0.0104652, 0.13816, 0.0101463
2.85758, -0.444097, 4.4901, 0.00755032, 0.134933, 0.00919245
2.85281, -0.389887, 4.4246, 0.000950654, 0.131383, -0.00239855
2.83168, -0.381769, 3.84278, 0.00310076, 0.131434, -0.0120715
2.80169, -0.370283, 3.02441, 0.00969647, 0.132976, -0.0167199
2.78666, -0.427238, 3.18884, 0.0152382, 0.134959, -0.0143162
2.88884, -0.461645, 3.37507, 0.0225071, 0.13787, -0.00744401
2.9092, -0.429387, 3.41986, 0.0244532, 0.140569, 0.0022789
2.93928, -0.364585, 2.7972, 0.0200202, 0.142654, 0.00804441
2.99687, -0.361169, 2.75407, 0.0161319, 0.147168, 0.0109404
3.00054, -0.335752, 2.58401, 0.0135838, 0.146393, 0.0115212
2.98364, -0.292942, 2.29461, 0.0115169, 0.14513, 0.00886942
3.0365, -0.28337, 1.99689, 0.00845149, 0.145713, -0.00235754
3.07342, -0.274531, 1.75686, 0.00850561, 0.146482, -0.00986233
3.10547, -0.227277, 1.45759, 0.00619326, 0.150123, -0.0129364
3.08005, -0.219831, 1.10253, 0.00215349, 0.150203, -0.00895879
3.17954, -0.196496, 0.972733, -0.000749993, 0.157927, -0.00267333
3.27738, -0.119648, 0.603019, -0.00119651, 0.163439, 0.00533876
3.38196, -0.0779284, -0.0501715, -0.00314053, 0.165971, 0.00694484
3.51031, -0.0999604, 0.217674, -0.00247448, 0.172403, 0.00671401
3.59938, -0.0851345, 0.550227, -0.00261232, 0.175555, 0.00860289
3.68803, -0.0387084, 0.23431, -0.00291456, 0.18059, 0.00684123
3.72313, -0.0149638, 0.123683, -0.00784216, 0.180164, 0.00441997
3.73775, 0.00516439, -0.0267916, -0.0109877, 0.181927, -0.00253561
3.77812, -0.0407991, -0.182737, -0.00798136, 0.179113, -0.00726809
3.71939, -0.0567059, 0.274362, -0.00577454, 0.174847, -0.00777234
3.70801, -0.131863, 0.828504, -0.00510533, 0.175537, -0.00939932
3.79418, -0.141751, 0.675654, -0.0024642, 0.178832, -0.0100122
3.75921, -0.113977, 0.908852, -0.00260204, 0.174433, -0.0098847
3.69311, -0.191634, 1.37479, -0.00347553, 0.169267, -0.0104048
3.62453, -0.2171, 1.8309, -0.00033918, 0.167806, -0.0120086
3.62492, -0.235022, 2.10866, 0.00100681, 0.167167, -0.0121906
3.68855, -0.307216, 3.04955, 0.00243878, 0.166718, -0.0119794
3.73645, -0.299352, 3.1127, -9.07268e-05, 0.169093, -0.0107314
3.81217, -0.251164, 2.80673, 0.00171116, 0.172794, -0.01188
3.6997, -0.325187, 3.56844, 0.00611395, 0.165454, -0.0132524
3.57072, -0.430321, 4.61657, 0.00939096, 0.160223, -0.0146672
