# Trial: 4
# Timestamp: 20260302_155826
# q[deg]=78.48, 96.01, -24.32, -74.88, 72.52, -64.96, 9.77
# Px[m]=0.400645, Py[m]=0.470726, Pz[m]=-0.0435084
# A(Z)[deg]=97.7155, B(Y)[deg]=79.8713, C(X)[deg]=87.0957
Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
-0.156888, 0.45327, -0.188665, 0.0011672, -0.00292353, -0.00673826
-0.110176, 0.442163, -0.180812, 0.000325448, -0.00377126, -0.00639321
-0.171289, 0.470005, -0.162723, -0.00048796, -0.00278859, -0.00435591
-0.21113, 0.447571, -0.178391, 0.000467566, -0.00242181, -0.00697905
-0.149556, 0.45584, -0.182249, 0.000115683, -0.00422584, -0.00618665
-0.148651, 0.451435, -0.167958, 5.79132e-05, -0.00226635, -0.00583127
-0.116027, 0.477034, -0.160165, 0.00103524, -0.00162239, -0.0065253
-0.19343, 0.447216, -0.156805, 0.000255818, -0.00156583, -0.00448175
-0.247391, 0.448643, -0.157454, 0.00102605, -0.00194932, -0.00680482
-0.13235, 0.463727, -0.171071, 0.000587624, -0.00260884, -0.00547948
-0.072166, 0.477116, -0.163593, -0.000347179, -0.00219595, -0.00411951
-0.186554, 0.460133, -0.187366, -0.000158803, -0.00248134, -0.00809281
-0.0623664, 0.479863, -0.165519, 0.00039254, -0.000925016, -0.00628589
-0.226872, 0.431146, -0.18572, -0.000255273, -0.00273523, -0.00709547
-0.141063, 0.46046, -0.175968, 0.000356247, -0.00220511, -0.00484202
-0.105812, 0.466947, -0.175788, 0.00035567, -0.00231636, -0.00512465
-0.141988, 0.463775, -0.149671, 0.000378717, -0.00246146, -0.00422237
-0.116113, 0.468459, -0.1638, -0.000201292, -0.0028461, -0.00370441
-0.141232, 0.466019, -0.176015, 0.00119289, -0.00236247, -0.00574547
-0.165825, 0.444058, -0.193185, -0.000277915, -0.00292218, -0.00502067
-0.0975079, 0.473727, -0.175622, 0.000831352, -0.00313709, -0.00613228
-0.0622871, 0.475623, -0.160343, -0.000142989, -0.00154272, -0.00555798
-0.13985, 0.452906, -0.167692, 8.43866e-05, -0.00245565, -0.00560121
-0.13144, 0.458415, -0.157633, 0.000369276, -0.00229364, -0.00644705
-0.201227, 0.441704, -0.169586, 0.000146471, -0.0024715, -0.0071787
-0.1049, 0.461631, -0.16235, 0.000137322, -0.00200116, -0.00609222
-0.116275, 0.469031, -0.163654, -0.000362791, -0.00198083, -0.00355608
-0.214692, 0.466534, -0.200402, 0.000298531, -0.00225087, -0.00737227
-0.194843, 0.454354, -0.150383, 0.00032628, -0.00197186, -0.0043998
-0.18955, 0.473917, -0.164209, -0.000445749, -0.00105535, -0.00728934
-0.153461, 0.477388, -0.182335, 0.000377597, -0.00228292, -0.00427613
-0.130473, 0.451677, -0.162491, 9.25098e-05, -0.000888132, -0.00451854
-0.171597, 0.475761, -0.148954, 4.06026e-05, -0.00295667, -0.0071397
-0.142839, 0.472146, -0.173798, 0.000821257, -0.00129878, -0.00431822
-0.21649, 0.472725, -0.138537, -2.94569e-05, -0.000744949, -0.00684451
-0.0925001, 0.491104, -0.176869, -5.94551e-05, -0.00183476, -0.00528435
-0.106648, 0.468943, -0.154624, 7.70472e-05, -0.00179774, -0.0043296
-0.161435, 0.472406, -0.164531, 0.000337703, -0.00199297, -0.00634119
-0.105678, 0.46629, -0.16053, 0.000637929, -0.003059, -0.0047759
-0.104736, 0.466958, -0.16184, 0.00145764, -0.00224471, -0.00596959
-0.200421, 0.488483, -0.177464, 0.000578943, -0.00213966, -0.00818671
-0.20746, 0.472257, -0.158574, -0.000252763, -0.00123232, -0.00657365
-0.169692, 0.466765, -0.144813, 0.000349073, -0.00212933, -0.00585233
-0.106695, 0.472305, -0.174203, 0.000684405, -0.00242365, -0.00417079
-0.140296, 0.456813, -0.157514, 0.000353067, -0.00218966, -0.00616622
-0.213645, 0.459065, -0.191478, -3.86627e-05, -0.00219656, -0.0072911
-0.0871301, 0.464961, -0.162968, 0.000159504, -0.00212394, -0.00716455
-0.231718, 0.457976, -0.185693, -7.28746e-06, -0.00150828, -0.00642707
-0.13985, 0.452906, -0.167692, 8.43866e-05, -0.00245565, -0.00560121
-0.11348, 0.45876, -0.162146, 0.000454612, -0.00371308, -0.0055974
-0.071607, 0.473465, -0.174537, -0.000636381, -0.00229133, -0.00457604
-0.0847516, 0.503978, -0.175566, 0.00103607, -0.00172809, -0.00569586
-0.13326, 0.467566, -0.175707, 0.000282844, -0.00263503, -0.00603541
-0.177596, 0.457479, -0.165431, -0.000214781, -0.0024719, -0.00495234
-0.149586, 0.458684, -0.17715, 0.000470792, -0.00271069, -0.006242
-0.150809, 0.468214, -0.166156, 0.00104762, -0.00238161, -0.00687474
-0.0897053, 0.48174, -0.174509, 0.000918394, -0.00192263, -0.0060027
-0.201831, 0.445261, -0.188688, 0.000214964, -0.00279169, -0.00669484
-0.0959035, 0.461562, -0.16748, -6.16117e-05, -0.00180552, -0.00601631
-0.20519, 0.460674, -0.159481, 8.80056e-05, -0.00144594, -0.00489677
-0.0987296, 0.477789, -0.163934, 0.000506249, -0.00234606, -0.00502104
-0.168907, 0.461126, -0.174202, 0.000162928, -0.00199954, -0.00356121
-0.172396, 0.482728, -0.162807, 0.000302798, -0.000896331, -0.00656273
-0.150391, 0.466239, -0.172087, 0.000973446, -0.00277662, -0.007688
-0.124685, 0.467512, -0.165606, -0.000268882, -0.00231579, -0.00597772
-0.203828, 0.455423, -0.176683, 0.000101778, -0.00137682, -0.00634329
-0.140317, 0.462243, -0.173235, 0.0011446, -0.00285953, -0.00789651
-0.0995222, 0.479912, -0.188605, -0.000123998, -0.00228027, -0.00520672
-0.161968, 0.472159, -0.14853, 5.43283e-06, -0.00203998, -0.00533784
-0.060778, 0.4697, -0.190863, 0.000275044, -0.00202339, -0.00443225
-0.168649, 0.465759, -0.190338, 0.00119176, -0.00392469, -0.00576938
-0.089134, 0.473681, -0.149461, 0.000334877, -0.00239066, -0.00473697
-0.0746281, 0.492195, -0.166594, -3.57134e-05, -0.00209575, -0.00481085
-0.223409, 0.463262, -0.2053, 6.72654e-05, -0.00184713, -0.00673481
-0.123868, 0.466918, -0.134714, 0.00099488, -0.00246267, -0.00428224
-0.207211, 0.474309, -0.153892, 0.000339527, -0.000972442, -0.00710699
-0.176516, 0.459025, -0.162142, 0.00105726, -0.00321252, -0.00698064
-0.15158, 0.471861, -0.184611, 0.0010508, -0.00239708, -0.00555043
-0.177986, 0.461999, -0.156139, -5.25283e-05, -0.00156018, -0.00672016
-0.132545, 0.466231, -0.166679, 0.000620658, -0.00187272, -0.00670934
-0.122577, 0.458036, -0.177017, 8.05461e-05, -0.00247629, -0.00533585
-0.131629, 0.458455, -0.172004, 0.000193555, -0.0021967, -0.00559299
-0.141525, 0.46782, -0.200777, 0.00111166, -0.00268775, -0.00574532
-0.0876605, 0.467162, -0.156773, 0.000157968, -0.00133878, -0.00602171
-0.079211, 0.470776, -0.181391, 1.73769e-05, -0.00137801, -0.00597271
-0.0899837, 0.479607, -0.163786, 0.000446774, -0.00206001, -0.0049723
-0.17592, 0.453001, -0.207257, 0.000438651, -0.00406967, -0.00585044
-0.0709461, 0.476992, -0.165316, 0.000709809, -0.00263682, -0.00579106
-0.150454, 0.459097, -0.160346, -8.8308e-05, -0.0015876, -0.00424987
-0.19658, 0.46814, -0.174782, 0.000744608, -0.00143971, -0.00624864
-0.122638, 0.459882, -0.157367, 0.00039575, -0.00248294, -0.00621699
-0.15249, 0.475699, -0.189246, 0.000746018, -0.00242328, -0.00610636
-0.0887026, 0.477637, -0.185164, 0.00118845, -0.00249425, -0.00576272
-0.0727374, 0.485174, -0.188641, 0.000236338, -0.00172792, -0.00538524
-0.0704392, 0.475653, -0.185682, 0.000761509, -0.00198546, -0.00559745
-0.071023, 0.483197, -0.179796, 0.00167216, -0.0017476, -0.0056876
-0.103377, 0.453795, -0.16854, 0.000238735, -0.0025457, -0.0058116
-0.135737, 0.476657, -0.147084, 1.94992e-05, -0.00230293, -0.00380728
-0.167243, 0.453654, -0.167992, 1.18845e-06, -0.00268904, -0.00702275
-0.108636, 0.483085, -0.163085, 0.000464681, -0.000363076, -0.00502205
-0.223035, 0.463606, -0.175199, 0.000675361, -0.000957257, -0.00642796
-0.0925757, 0.496399, -0.192206, 0.000742437, -0.00258982, -0.00650372
-0.21993, 0.4461, -0.178657, 0.000440982, -0.00223253, -0.00720911
-0.195553, 0.460144, -0.180379, 0.000393078, -0.00215374, -0.00546185
-0.224111, 0.466622, -0.180039, 0.000144694, -0.00232302, -0.0074664
-0.125489, 0.480484, -0.159381, 0.00148876, -0.00232045, -0.00646062
-0.109689, 0.48173, -0.162364, -0.000591164, -0.00243171, -0.00482177
-0.11633, 0.479844, -0.164662, 0.00145133, -0.00299008, -0.00653305
-0.0690592, 0.468916, -0.177202, 0.000715515, -0.000896319, -0.00587411
-0.0906965, 0.488858, -0.183319, 0.00134165, -0.00245226, -0.00590266
-0.150157, 0.46184, -0.211158, 0.000514931, -0.00371398, -0.00556331
-0.168458, 0.466201, -0.176464, 0.0012713, -0.00346111, -0.00731533
-0.124628, 0.475077, -0.175989, 0.00104973, -0.00242093, -0.00740088
-0.175805, 0.451734, -0.151913, 0.000589312, -0.00254866, -0.00521866
-0.177507, 0.458177, -0.181721, -0.000441881, -0.00194865, -0.00665231
-0.139627, 0.452465, -0.168223, 0.000235622, -0.00323559, -0.00626042
-0.148876, 0.454424, -0.157813, 0.000574059, -0.00334107, -0.00636342
-0.109547, 0.487494, -0.177379, 0.000522562, -0.00232254, -0.00537743
-0.108357, 0.477873, -0.172965, 6.62764e-05, -0.00252904, -0.00424761
-0.201223, 0.443664, -0.178886, 0.000573392, -0.00219986, -0.0063472
-0.188829, 0.475115, -0.17414, 0.000681445, -0.00195483, -0.00693124
-0.11412, 0.46214, -0.156684, 0.000185018, -0.00141684, -0.00550902
-0.23178, 0.459341, -0.165541, 0.000404079, -0.00207534, -0.00661629
-0.171328, 0.474339, -0.137852, 0.000268275, -0.00175529, -0.00511126
-0.202722, 0.447607, -0.167637, -0.000149581, -0.00179786, -0.00608091
-0.115499, 0.469359, -0.165666, 0.000134828, -0.00194547, -0.00592425
-0.150115, 0.461361, -0.171453, 0.000373069, -0.001365, -0.00579117
-0.183462, 0.444551, -0.169702, 0.000264819, -0.00315469, -0.00755901
-0.127774, 0.485593, -0.126349, 0.00066941, -0.00243567, -0.00452606
-0.237375, 0.440005, -0.158518, 0.000113126, -0.000534279, -0.00614265
-0.156587, 0.443593, -0.183828, -0.000215202, -0.00329869, -0.00561759
-0.133229, 0.47159, -0.181149, 0.000894055, -0.00240734, -0.007093
-0.0741767, 0.489819, -0.187431, -0.000134234, -0.00317389, -0.00542918
-0.223348, 0.466856, -0.149763, 0.00122632, -0.00143403, -0.00664414
-0.104429, 0.464716, -0.167002, 0.00140409, -0.00281024, -0.00576117
-0.192565, 0.44623, -0.16395, 0.000452459, -0.000755492, -0.00667441
-0.115467, 0.468963, -0.180572, 0.000110363, -0.00262859, -0.00572943
-0.152025, 0.4703, -0.173738, 0.00041755, -0.00166912, -0.00437158
-0.153237, 0.477911, -0.18387, 0.000336483, -0.00194194, -0.00631927
-0.114832, 0.464954, -0.174519, 0.000370334, -0.00246818, -0.00331148
-0.107154, 0.476209, -0.209483, 0.000611748, -0.00269595, -0.00520557
-0.0877065, 0.466104, -0.185815, 0.000129652, -0.00287553, -0.00461038
-0.134644, 0.473249, -0.17403, 6.24739e-05, -0.00235141, -0.00526729
-0.106117, 0.467229, -0.16132, -1.76238e-05, -0.00202225, -0.00616443
-0.13429, 0.479017, -0.159647, 0.00146231, -0.00213128, -0.00669059
-0.151042, 0.463716, -0.144155, 0.000587932, -0.00274252, -0.00378752
-0.114205, 0.462977, -0.151052, 0.000582297, -0.00275234, -0.00499241
-0.105095, 0.460139, -0.166061, -0.000208467, -0.00109195, -0.0040548
-0.211301, 0.4457, -0.168438, -2.46873e-05, -0.00238859, -0.0069702
-0.20212, 0.445529, -0.157338, 0.00030503, -0.00176655, -0.00504137
-0.123545, 0.466731, -0.181469, 0.000784253, -0.00361027, -0.00643287
-0.0608927, 0.467959, -0.18129, -0.000227559, -0.00190501, -0.00493409
-0.0918044, 0.489244, -0.182361, 0.000264135, -0.00184077, -0.00525266
-0.0797926, 0.473896, -0.184969, 0.000292468, -0.00205095, -0.00481045
-0.157662, 0.452513, -0.188007, 0.000412823, -0.00404267, -0.00638493
-0.11608, 0.471004, -0.16044, -0.000113191, -0.00232949, -0.00628562
-0.125514, 0.475447, -0.174208, 0.000380238, -0.00150576, -0.00539504
-0.188808, 0.468298, -0.158777, -0.000174574, -0.00348991, -0.00583192
-0.0695886, 0.467768, -0.162056, 0.000222779, -0.00258759, -0.00619372
-0.153475, 0.475872, -0.143101, 8.55535e-05, -0.00166365, -0.00531607
-0.145334, 0.483207, -0.17136, 0.000521515, -0.00142629, -0.00395187
-0.192844, 0.445633, -0.16389, 0.000150907, -0.00170514, -0.00682737
-0.219076, 0.440176, -0.164336, 0.000329196, -0.00256316, -0.00697378
-0.141541, 0.46083, -0.160849, -8.24499e-05, -0.0016064, -0.00504148
-0.138876, 0.450735, -0.174101, 0.000548971, -0.0031564, -0.00673952
-0.193917, 0.45257, -0.187335, 0.00047399, -0.00252777, -0.00620281
-0.101912, 0.495115, -0.175115, 0.000640458, -0.00136377, -0.00371549
-0.176038, 0.450206, -0.187528, -0.000330227, -0.00257838, -0.0058609
-0.105645, 0.466376, -0.175938, 0.00051728, -0.00318161, -0.00527298
-0.18809, 0.469406, -0.159552, 0.000493863, -0.00189546, -0.00636635
-0.0900079, 0.483982, -0.169346, 0.000972059, -0.00135709, -0.00621112
-0.123653, 0.469819, -0.18965, 0.00129607, -0.00130432, -0.00394886
-0.178061, 0.462878, -0.180939, 0.000113688, -0.00322606, -0.00668713
-0.115167, 0.469127, -0.16511, 0.000618512, -0.00203168, -0.00489807
-0.106494, 0.472783, -0.190761, 0.00053288, -0.00229045, -0.00620032
-0.125077, 0.471073, -0.15531, 8.57436e-05, -0.00252513, -0.00636152
-0.120316, 0.448911, -0.159157, 0.000630071, -0.00205073, -0.00574289
-0.10089, 0.489095, -0.161438, 0.000594002, -0.00199923, -0.00432062
-0.177314, 0.465081, -0.176848, 0.0011589, -0.00279658, -0.00772663
-0.159828, 0.464725, -0.184659, 0.00066113, -0.00205143, -0.00436166
-0.095848, 0.461211, -0.167363, 2.43137e-05, -0.00228074, -0.00583508
-0.137023, 0.486532, -0.181662, 0.000169148, -0.00203677, -0.00509111
-0.167597, 0.459259, -0.182413, 0.000662083, -0.00274933, -0.00707223
-0.204241, 0.456497, -0.171608, 1.53697e-05, -0.00262609, -0.00685298
-0.148902, 0.453325, -0.162674, 0.000197395, -0.00217607, -0.00585834
-0.134337, 0.471975, -0.180192, -0.000183456, -0.00179585, -0.006443
-0.161282, 0.46828, -0.142862, 0.000255143, -0.00179426, -0.00343067
-0.11662, 0.476088, -0.134119, 0.000350793, 0.000178605, -0.00521173
-0.186582, 0.458552, -0.19173, -0.000439281, -0.00187688, -0.00689572
-0.0890917, 0.477742, -0.185335, 0.000715136, -0.00249332, -0.00627813
-0.206649, 0.472619, -0.174141, 0.000477152, -0.000796299, -0.00673215
-0.11699, 0.476799, -0.174381, 8.94987e-06, -0.00208405, -0.00601004
-0.194996, 0.460918, -0.18186, 0.000739462, -0.00133843, -0.00717081
-0.126621, 0.482785, -0.182751, 0.000727804, -0.00164535, -0.00496544
-0.0985074, 0.478256, -0.163613, 0.000818062, -0.00148171, -0.0043573
-0.178705, 0.463815, -0.16567, -0.000486527, -0.00176198, -0.00673813
-0.176763, 0.453517, -0.17729, -0.000363099, -0.00326204, -0.00657888
-0.080046, 0.469405, -0.179847, -0.000630556, -0.00314299, -0.0044166
-0.210279, 0.442123, -0.164568, 0.00025948, -0.00219191, -0.00743584
-0.124052, 0.469458, -0.160749, 0.000796831, -0.00205682, -0.00599565
-0.212192, 0.454518, -0.15639, 0.00113201, -0.00270627, -0.00588464
-0.194865, 0.4583, -0.157298, 0.000594801, -0.0023527, -0.00765357
-0.223504, 0.465027, -0.170241, 0.00050301, -0.00173121, -0.00711876
-0.221429, 0.450529, -0.16791, -0.000378066, -0.00126998, -0.00763483
-0.116717, 0.474476, -0.164139, 7.60655e-05, -0.00252707, -0.00530457
-0.110324, 0.495577, -0.157796, 0.00103933, -0.00162019, -0.00752905
-0.202909, 0.453122, -0.182707, 0.000576735, -0.00216286, -0.00697083
-0.144998, 0.481068, -0.163356, 0.000225329, -0.00230736, -0.00646416
-0.0957084, 0.459058, -0.171873, -9.45326e-05, -0.00254163, -0.00478634
-0.152101, 0.475594, -0.189075, 0.00121944, -0.00242418, -0.00559095
-0.144281, 0.48073, -0.162629, 0.00118244, -0.00239448, -0.00492256
-0.142121, 0.464007, -0.166287, -0.000160307, -0.00280258, -0.00658608
-0.0719992, 0.476545, -0.163743, -0.000185569, -0.0030612, -0.00426784
-0.104783, 0.459915, -0.182385, -0.000188122, -0.00190931, -0.00572188
-0.134729, 0.477492, -0.179205, 0.000598, -0.00173369, -0.00599531
-0.166323, 0.44889, -0.192788, 0.000267389, -0.00411426, -0.00556637
-0.212324, 0.45517, -0.171644, 0.000849727, -0.00196351, -0.00623348
-0.113066, 0.456636, -0.15706, 0.000274654, -0.00109103, -0.00459636
