# Trial: 1
# Angle[deg]: 30
# Timestamp: 20260306_190154

Fx [N], Fy [N], Fz [N], Mx [Nm], My [Nm], Mz [Nm]
7.02037, -0.425375, 11.8739, 0.0020935, 0.302354, -0.0177274
7.00244, -0.436562, 11.9171, 0.00611395, 0.302271, -0.0202742
6.9625, -0.473055, 12.1673, 0.00700766, 0.300807, -0.0214104
6.97606, -0.449786, 12.3118, 0.0116884, 0.300443, -0.0207055
7.02505, -0.518654, 12.4355, 0.0196043, 0.302249, -0.0237189
7.05714, -0.554698, 12.7195, 0.0186271, 0.303318, -0.0263942
7.08539, -0.571841, 12.8617, 0.0176194, 0.302812, -0.0274116
7.08639, -0.521176, 12.8869, 0.013066, 0.305434, -0.0280591
7.0623, -0.511363, 13.1081, 0.00933243, 0.303746, -0.0304283
7.03711, -0.511185, 13.7079, 0.0106784, 0.301113, -0.0311588
7.05627, -0.580582, 14.0378, 0.0118939, 0.300276, -0.0332449
7.08546, -0.616346, 14.074, 0.0181605, 0.301126, -0.0338646
7.14099, -0.598357, 14.4423, 0.0199075, 0.305422, -0.0323331
7.20351, -0.634503, 14.6714, 0.0217609, 0.311641, -0.0266197
7.3667, -0.625518, 14.8221, 0.0238197, 0.322411, -0.0176365
7.50691, -0.643618, 15.0612, 0.0227286, 0.336891, -0.00935503
7.62442, -0.656197, 15.2348, 0.0261119, 0.34555, -0.00528633
7.80699, -0.650664, 15.3213, 0.0270532, 0.351625, -0.00771336
7.91343, -0.62691, 15.2895, 0.0192169, 0.353438, -0.011235
7.9997, -0.603686, 15.3869, 0.00881813, 0.356967, -0.010149
8.03508, -0.5625, 15.4279, 0.00645991, 0.363493, -0.0033961
8.21905, -0.546335, 15.5762, 0.0114315, 0.374445, 0.00262588
8.54245, -0.588148, 15.8387, 0.0191924, 0.388475, 0.00617089
8.71719, -0.596355, 15.8588, 0.0194562, 0.393188, 0.00927312
8.80567, -0.590915, 15.578, 0.0124359, 0.394092, 0.00731599
8.93728, -0.519219, 15.4718, -0.000534644, 0.397657, 0.00212931
9.11454, -0.469132, 15.4568, -0.00578268, 0.401402, -0.00244499
9.30089, -0.502658, 15.5588, -0.00454278, 0.412962, -0.00722493
9.45623, -0.492689, 15.768, -0.00376545, 0.420094, -0.00284507
9.59856, -0.483317, 15.8271, -0.00194786, 0.431283, 0.00382951
9.70053, -0.494215, 15.6058, 0.00661662, 0.432462, 0.00563331
9.70979, -0.533444, 15.6201, 0.0154445, 0.435639, 0.000469
9.84466, -0.573714, 16.2604, 0.0148572, 0.440148, -0.00377482
9.81026, -0.536967, 16.0827, 0.00652962, 0.437308, -0.00103076
9.80966, -0.461983, 15.6429, -0.00214389, 0.441955, -0.000119764
9.84436, -0.445587, 15.3844, -0.0037955, 0.444098, 0.00180312
9.96971, -0.456263, 15.7819, -0.0029793, 0.447562, 0.00603192
10.0137, -0.495123, 15.8355, 0.00349349, 0.447486, 0.00478253
9.97423, -0.536273, 15.7865, 0.00663899, 0.445623, -0.000704573
10.038, -0.506559, 15.8, 0.00124419, 0.44452, -0.00428766
10.1165, -0.463318, 15.7699, -0.00502557, 0.450675, -0.00593882
10.1862, -0.453527, 15.7982, -0.00547931, 0.455168, -0.00370421
10.2, -0.486907, 15.8115, -0.00252792, 0.457554, 0.000543344
10.2958, -0.522275, 16.1795, 0.000334096, 0.458276, 0.00115968
10.2696, -0.497841, 16.015, -0.000134226, 0.45548, -0.00252261
10.2418, -0.470715, 15.6716, -0.00341802, 0.457052, -0.00514397
10.3182, -0.437692, 15.7878, -0.00721374, 0.461726, -0.00406632
10.2823, -0.416585, 15.9486, -0.00847409, 0.45587, -0.00468017
10.228, -0.44544, 15.8198, -0.00620535, 0.451518, -0.00934543
10.2637, -0.446259, 15.6465, -0.00315533, 0.451702, -0.0131243
10.277, -0.452384, 15.6199, -0.00556823, 0.45557, -0.0121532
